8,21,0,0,53,0,0,98,115,22,2,257,299,20,3,316,347,13,4,542,599,9,4,599,687,25,5,687,699,23,2,756,831,8,4,842,921,2,7,934,1013,11,12,1122,1138,6,6,1172,1267,10,13,1270,1351,3,9,1359,1381,18,8,1457,1472,16,10,1548,1630,7,13,1648,1649,5,9,1834,1922,14,14,1922,1960,17,13,1960,2006,27,15,2031,2101,26,12,2126,2176,19,16,2189,2190,1,11,2271,2326,29,11,2336,2361,28,17,2606,2619,15,15,2672,2769,24,16,2771,2772,4,19,3135,3155,12,18,3304,3388
10,8,0,0,60,16,0,98,172,3,2,193,272,18,2,280,325,0,1,325,367,9,2,409,433,2,3,455,542,23,0,549,647,19,3,647,746,7,5,756,831,21,6,842,923,25,6,934,988,22,10,1026,1038,14,8,1109,1172,5,6,1172,1270,26,8,1270,1319,6,8,1359,1450,17,10,1457,1467,12,2,1476,1509,13,11,1550,1622,11,17,1648,1718,10,15,1741,1807,4,5,1823,1853,24,7,1868,1948,15,10,1956,2024,27,16,2126,2189,29,9,2189,2231,1,13,2391,2415,28,16,2547,2606,20,19,3354,3364
5,4,0,0,72,25,3,339,419,0,2,419,422,2,4,549,586,10,8,687,724,19,5,840,901,7,6,934,1026,27,7,1026,1109,28,7,1109,1114,22,11,1132,1192,13,9,1192,1237,16,8,1291,1310,21,11,1359,1367,26,9,1457,1515,23,9,1550,1553,6,11,1741,1823,11,19,1834,1866,5,10,1922,1988,24,8,1988,2058,17,14,2076,2142,3,13,2259,2311,20,7,2335,2373,14,18,2433,2514,8,16,2514,2572,29,14,2593,2614,9,19,2672,2717,12,12,2771,2865,15,17,2865,2876,1,17,2939,3037,18,16,3037,3050
13,20,0,0,15,25,0,98,139,2,2,255,290,0,3,455,532,15,6,549,648,22,6,648,693,1,4,746,840,27,5,840,934,13,8,934,957,11,13,1172,1211,21,10,1267,1308,17,9,1359,1399,28,12,1457,1473,8,8,1550,1551,14,12,1648,1726,29,5,1741,1834,9,12,1834,1864,26,10,1922,1976,24,9,2076,2120,10,19,2187,2246,19,17,2271,2336,6,15,2336,2383,23,14,2433,2463,7,19,2497,2593,4,12,2593,2651,3,19,2672,2736,18,17,3050,3128,16,18,3135,3220,5,15,3220,3247,12,19,3388,3467
11,26,2,193,239,19,1,280,284,17,1,339,344,0,4,549,602,7,3,627,647,11,8,687,756,28,6,756,842,13,7,842,844,15,7,934,971,4,2,1026,1030,16,7,1172,1191,27,9,1267,1334,22,13,1334,1391,23,8,1391,1476,9,10,1476,1518,14,11,1550,1564,2,12,1702,1726,21,14,1770,1845,10,17,1868,1885,25,13,1956,2002,8,13,2031,2126,3,11,2126,2139,6,13,2187,2243,18,14,2271,2291,1,15,2771,2818,20,12,2818,2914,12,13,2914,2957,29,16,2960,3008,24,19,3038,3051,5,16,3247,3294
17,28,0,0,25,18,1,98,187,16,1,193,238,13,2,257,316,26,4,316,377,15,4,409,446,11,6,455,531,19,2,549,614,0,5,647,712,17,6,746,805,27,6,934,980,3,6,1026,1029,10,11,1109,1128,29,3,1172,1186,25,7,1211,1223,6,7,1291,1356,4,4,1359,1444,21,12,1457,1550,7,12,1550,1568,23,10,1648,1737,5,8,1741,1802,22,16,1834,1850,1,9,1948,2031,24,10,2161,2168,9,16,2236,2262,14,17,2335,2358,12,8,2433,2521,8,19,2714,2722,2,19,2960,3008,20,18,3274,3281
19,15,1,98,136,25,1,193,199,14,3,280,339,8,1,339,393,22,4,419,485,9,3,485,545,17,4,549,612,0,6,746,760,12,1,765,859,2,8,1026,1087,21,9,1172,1228,27,11,1457,1541,11,16,1550,1648,6,10,1648,1667,1,8,1850,1890,7,16,1948,1983,29,7,2027,2101,10,18,2117,2155,3,12,2187,2259,4,9,2259,2270,5,12,2335,2433,19,19,2433,2497,28,15,2497,2539,26,16,2593,2663,24,15,2672,2728,13,19,2728,2804,23,18,2964,2982,16,17,3038,3123,18,18,3135,3167,20,17,3220,3274
18,26,1,98,153,14,2,193,235,10,2,257,310,1,1,316,409,27,2,409,411,7,2,455,549,8,2,549,590,23,1,647,676,16,4,746,804,3,4,840,865,0,7,920,934,6,4,959,1018,11,11,1040,1061,21,8,1122,1168,28,9,1172,1199,9,8,1267,1359,18,7,1359,1457,13,10,1457,1530,5,7,1548,1643,2,11,1643,1669,25,10,1702,1770,20,4,1770,1802,4,6,1868,1943,22,17,1956,2011,12,6,2302,2359,19,18,2359,2432,24,13,2433,2488,29,13,2530,2563,15,14,2593,2672,17,19,3123,3192
9,9,0,0,78,2,0,98,100,28,2,193,280,16,2,280,373,5,1,373,455,17,3,473,476,22,5,549,629,13,5,648,685,26,6,746,765,21,5,765,777,14,6,842,872,10,10,934,1028,0,8,1028,1105,7,7,1122,1152,19,7,1172,1265,4,3,1270,1277,27,10,1359,1405,8,7,1457,1548,1,5,1548,1551,12,3,1551,1575,11,18,1741,1795,15,11,2031,2051,29,10,2271,2289,23,13,2336,2382,6,16,2433,2465,20,9,2497,2547,3,17,2547,2563,25,18,2672,2771,24,18,2964,2969,18,19,3220,3259
15,18,0,0,98,11,3,213,238,26,3,280,295,10,3,316,385,14,4,385,391,28,5,627,690,8,3,704,749,19,4,756,812,2,5,840,919,23,3,919,959,0,9,1122,1144,17,8,1172,1235,24,3,1267,1330,25,8,1330,1368,16,9,1368,1437,7,11,1467,1538,22,14,1550,1618,9,13,1922,1979,4,7,1988,2035,13,15,2094,2109,27,17,2189,2203,3,15,2391,2447,29,12,2447,2530,12,9,2530,2585,5,13,2593,2637,15,16,2771,2847,1,16,2847,2884,21,17,2914,2946,6,18,2960,3012,20,15,3038,3070
3,10,0,0,95,3,1,98,128,13,1,193,200,11,5,409,414,18,6,704,748,22,8,840,871,28,8,1132,1143,0,10,1172,1198,29,4,1211,1261,19,9,1359,1403,14,10,1457,1540,27,12,1550,1584,8,9,1648,1722,16,11,1741,1766,25,11,1770,1806,26,11,1997,2051,7,17,2094,2131,24,11,2236,2266,1,12,2335,2360,20,8,2391,2442,9,18,2442,2504,15,13,2521,2578,23,15,2593,2621,6,17,2672,2734,2,17,2771,2796,4,16,2868,2915,17,17,2960,2975,21,18,3038,3118,12,17,3274,3304,5,18,3354,3367
16,26,0,0,57,28,1,98,181,22,1,193,202,7,0,257,262,11,4,316,391,16,3,409,418,27,3,455,540,10,6,549,598,17,5,627,674,12,0,687,733,3,3,756,783,4,1,840,920,29,2,920,951,24,1,959,1006,15,8,1040,1119,0,11,1211,1264,18,9,1548,1627,1,6,1643,1702,19,14,1823,1867,25,12,1867,1886,2,14,1948,1956,9,14,1997,2094,6,12,2094,2187,13,16,2187,2267,14,16,2271,2291,8,17,2593,2635,20,13,2914,2923,23,19,3038,3135,21,19,3135,3219,5,19,3388,3438
0,6,0,0,32,14,1,98,164,27,1,193,225,19,0,225,245,25,2,280,287,15,5,455,547,28,4,549,609,21,4,627,704,8,5,934,953,3,7,1109,1132,10,12,1172,1251,23,7,1270,1299,11,14,1359,1374,0,12,1391,1427,24,4,1467,1524,9,11,1550,1638,7,14,1741,1816,18,12,1823,1842,29,6,1868,1940,5,11,1988,2067,22,18,2076,2082,4,8,2142,2236,20,6,2236,2290,26,13,2290,2322,2,16,2336,2375,17,15,2433,2467,13,18,2521,2536,16,13,2593,2644,1,14,2672,2746,12,15,3038,3099
12,22,0,0,96,13,0,96,193,17,0,193,223,6,1,223,276,21,3,487,586,9,5,687,734,11,9,756,774,10,9,840,863,19,6,934,979,15,9,1122,1150,28,10,1267,1275,7,10,1368,1467,0,13,1467,1533,25,9,1550,1580,24,5,1644,1669,14,13,1741,1831,27,13,1834,1856,8,12,1922,1997,2,15,1997,2085,20,5,2094,2174,23,11,2174,2186,12,5,2245,2302,18,15,2336,2356,3,16,2447,2531,16,14,2672,2757,26,17,2771,2868,4,17,2960,3038,1,18,3038,3047,29,18,3231,3235,5,17,3294,3325
7,14,0,0,53,27,0,98,151,29,0,193,257,5,0,257,289,15,3,290,338,17,2,419,473,10,7,627,686,9,6,756,789,11,10,840,861,23,5,1040,1113,7,8,1172,1241,0,14,1550,1576,19,12,1644,1701,24,6,1741,1766,8,11,1770,1826,2,13,1850,1867,13,13,1948,2027,18,13,2027,2117,1,10,2117,2184,22,19,2187,2271,6,14,2271,2315,3,14,2335,2391,28,14,2391,2411,25,16,2447,2541,16,12,2541,2572,21,15,2593,2668,12,11,2672,2723,26,18,2868,2918,4,18,3038,3046,20,16,3135,3154
2,11,0,0,61,10,5,455,503,14,5,549,609,1,3,627,647,5,3,687,701,13,6,749,753,2,6,919,923,22,9,934,974,21,7,1026,1122,16,6,1122,1149,23,6,1172,1242,8,6,1267,1320,7,9,1334,1338,9,9,1368,1440,6,9,1467,1474,28,13,1550,1599,0,15,1648,1704,18,11,1741,1789,3,10,1823,1868,19,15,1868,1956,12,7,2359,2367,27,19,2433,2500,26,15,2521,2568,25,17,2593,2659,4,13,2672,2735,29,15,2771,2863,17,16,2863,2864,24,17,2939,2964,20,14,2964,3029,15,19,3038,3133
1,15,0,0,75,11,2,134,213,29,1,257,277,6,2,316,349,28,3,373,423,5,2,455,500,1,2,542,627,18,5,627,676,7,4,704,739,26,7,765,779,3,5,920,933,14,7,959,1018,2,9,1087,1122,10,14,1359,1368,19,11,1550,1644,21,13,1644,1654,22,15,1741,1785,0,16,1834,1848,17,12,1868,1910,13,14,2027,2088,9,15,2094,2119,25,15,2174,2245,8,14,2245,2335,27,18,2335,2411,24,14,2514,2582,20,10,2593,2651,4,14,2771,2775,23,17,2939,2949,12,14,2964,2999,16,19,3220,3247
14,3,0,0,51,1,0,98,155,15,2,193,208,9,1,280,336,7,1,339,383,21,2,419,487,18,4,487,499,25,4,586,679,6,3,679,749,27,8,1109,1172,22,12,1192,1291,28,11,1359,1391,11,15,1457,1521,12,4,1648,1679,19,13,1741,1799,10,16,1823,1855,0,17,1868,1909,23,12,2245,2246,24,12,2302,2364,26,14,2364,2404,13,17,2433,2510,14,19,2514,2578,8,18,2635,2714,20,11,2714,2810,4,15,2810,2843,2,18,2868,2960,16,16,2960,2970,17,18,3038,3119,5,14,3123,3171,29,17,3171,3231
