226.0,946.0,2033.0,2828.0,2920.0,3041.0,3170.0,3410.0,3689.0,4155.0,4752.0,4988.0,5294.0,5942.0,6239.0,6274.0,6629.0,7024.0,7453.0,7526.0
74.0,361.0,1259.0,1583.0,2585.0,2653.0,2813.0,2949.0,3597.0,3973.0,4503.0,5382.0,5641.0,6462.0,6647.0,7235.0,7265.0,7713.0,7793.0,8107.0
147.0,326.0,575.0,1288.0,1477.0,2067.0,2130.0,2177.0,2637.0,2821.0,2963.0,3948.0,4247.0,4627.0,5323.0,5641.0,6346.0,6953.0,7067.0,7624.0
226.0,532.0,947.0,1798.0,1981.0,2987.0,3126.0,3371.0,5215.0,5272.0,5853.0,5926.0,6273.0,6277.0,6636.0,6811.0,6839.0,7158.0,7404.0,7755.0
0.0,27.0,416.0,872.0,1129.0,1252.0,1365.0,1660.0,2271.0,3644.0,3867.0,4596.0,4929.0,5040.0,5299.0,5641.0,5763.0,5944.0,7504.0,7940.0
211.0,436.0,679.0,859.0,1528.0,1692.0,1747.0,2271.0,3499.0,4212.0,4772.0,5323.0,5489.0,6346.0,6542.0,6607.0,6613.0,6787.0,7499.0,7669.0
313.0,394.0,1559.0,1886.0,1896.0,2828.0,2907.0,2909.0,3689.0,3855.0,4503.0,4665.0,5441.0,6180.0,6542.0,7240.0,7368.0,7707.0,8050.0,8106.0
147.0,359.0,429.0,567.0,627.0,1026.0,1262.0,2067.0,2315.0,3537.0,3669.0,3993.0,4592.0,4698.0,4929.0,5993.0,6120.0,6688.0,6959.0,7116.0
256.0,663.0,1160.0,1770.0,2439.0,2546.0,3137.0,3149.0,3258.0,3601.0,5421.0,5853.0,6009.0,6462.0,6813.0,7158.0,7274.0,7336.0,7404.0,7433.0
71.0,1088.0,1359.0,1585.0,1627.0,1630.0,1674.0,2493.0,2575.0,3656.0,3857.0,4133.0,4514.0,5040.0,5793.0,6180.0,6233.0,7235.0,7715.0,8050.0
68.0,564.0,1088.0,1593.0,1947.0,2950.0,3059.0,3973.0,4387.0,4503.0,4526.0,4561.0,4951.0,4984.0,5080.0,6220.0,6629.0,6961.0,7526.0,7713.0
259.0,467.0,1166.0,1681.0,2290.0,2426.0,2700.0,3140.0,3248.0,3756.0,3848.0,4305.0,4655.0,5213.0,5441.0,5851.0,5890.0,7160.0,7320.0,8149.0
0.0,27.0,474.0,695.0,859.0,1037.0,1067.0,1933.0,2661.0,2667.0,2725.0,2928.0,3090.0,3689.0,3761.0,3941.0,4128.0,6756.0,7024.0,7486.0
768.0,1046.0,1869.0,1966.0,2193.0,2386.0,3317.0,4061.0,4125.0,4422.0,4860.0,5120.0,5266.0,5564.0,6033.0,6434.0,6876.0,7857.0,7876.0,8193.0
241.0,573.0,950.0,1465.0,2031.0,2910.0,3168.0,3412.0,3677.0,3857.0,4133.0,5294.0,5709.0,5827.0,5971.0,6120.0,6615.0,7453.0,7624.0,8015.0
24.0,166.0,194.0,788.0,1437.0,1869.0,2124.0,2744.0,3320.0,3459.0,4410.0,4847.0,5166.0,5721.0,6045.0,6104.0,6419.0,6876.0,7624.0,7857.0
0.0,317.0,527.0,1026.0,2344.0,2744.0,3214.0,3317.0,3395.0,4044.0,4471.0,4879.0,5573.0,6079.0,6717.0,6873.0,7857.0,7940.0,8020.0,8193.0
0.0,436.0,859.0,943.0,1681.0,2217.0,2661.0,3037.0,3056.0,3190.0,3500.0,4645.0,5120.0,5533.0,5944.0,6033.0,6346.0,7024.0,7526.0,7940.0
284.0,572.0,644.0,1357.0,1430.0,1522.0,1895.0,2183.0,2369.0,2524.0,3355.0,4028.0,4305.0,4363.0,4406.0,4697.0,4946.0,5055.0,5170.0,5481.0
290.0,431.0,718.0,1344.0,1726.0,1758.0,1764.0,1863.0,2221.0,2661.0,3037.0,3503.0,3924.0,4247.0,4781.0,5493.0,6009.0,6050.0,6193.0,6525.0
