12,9,0,0,1,13,0,94,123,12,0,175,196,11,1,243,289,0,0,290,330,4,1,353,424,5,6,643,741,8,5,741,819,10,9,913,974,3,12,983,1064,14,13,1069,1096,1,7,1163,1198,6,8,1371,1427,2,14,1522,1618,7,12,1618,1706
1,8,0,0,37,1,1,94,182,13,1,182,277,0,1,353,449,12,4,449,471,4,3,538,606,3,8,606,684,14,10,811,851,6,6,891,938,10,12,1163,1206,5,13,1259,1357,2,11,1357,1373,11,12,1444,1521,9,14,1521,1572,7,13,1706,1752
4,10,0,0,22,5,0,94,108,13,2,281,333,0,2,449,508,9,5,548,585,11,5,643,662,2,5,726,805,14,11,891,939,7,5,965,1003,12,10,1163,1231,3,14,1259,1356,8,12,1357,1365,4,12,1521,1542,1,13,1635,1729,6,14,1854,1887
9,3,4,281,353,1,5,401,414,14,6,449,492,0,3,548,643,6,3,643,713,2,7,881,918,12,8,983,997,5,11,1069,1102,9,11,1204,1283,10,13,1283,1322,7,10,1371,1461,8,13,1461,1522,11,13,1522,1538,4,13,1618,1648,13,12,1706,1796
13,12,1,243,323,1,4,333,401,3,5,401,416,10,5,449,452,5,5,548,579,2,4,643,673,11,6,726,790,0,4,805,881,9,7,881,965,8,10,1069,1104,14,14,1163,1175,4,11,1455,1505,13,10,1521,1604,6,12,1706,1798,7,14,1798,1845
0,14,2,112,166,3,3,182,190,5,3,353,425,9,6,643,703,6,4,726,806,12,6,806,891,0,5,891,966,8,8,966,975,4,7,1003,1024,7,6,1069,1107,2,10,1107,1204,11,9,1204,1254,13,8,1287,1362,10,14,1371,1419,1,11,1468,1506
11,6,1,182,262,14,8,643,718,3,10,768,830,11,7,830,882,4,6,891,964,0,6,966,989,10,11,1069,1163,9,10,1163,1200,5,14,1357,1416,2,12,1416,1418,7,11,1468,1541,12,14,1541,1631,8,14,1631,1691,1,14,1729,1800,13,14,1853,1859
8,10,2,243,276,12,2,323,353,13,3,353,412,5,4,449,455,3,7,538,563,14,9,741,811,7,4,811,841,8,7,891,906,2,8,966,1020,0,7,1020,1085,9,9,1085,1096,11,8,1163,1185,1,8,1204,1261,6,7,1275,1371,4,10,1371,1422
3,7,0,0,29,2,1,94,140,10,1,175,224,14,5,351,380,9,4,449,459,5,8,830,913,3,11,913,983,8,9,1003,1044,0,8,1085,1150,13,7,1163,1259,4,9,1259,1338,11,11,1371,1444,12,13,1455,1487,1,12,1567,1635,6,11,1635,1645
5,1,0,0,2,14,1,94,112,3,2,112,154,11,3,353,376,7,2,449,538,10,6,548,621,4,5,726,763,2,6,805,867,12,7,891,983,5,10,983,1069,0,9,1163,1179,8,11,1204,1287,9,12,1287,1362,13,9,1371,1383,6,10,1567,1620
6,2,0,0,87,11,0,94,175,4,0,175,243,9,2,243,290,5,2,290,319,8,2,353,402,6,2,449,548,14,7,548,598,12,5,643,666,7,3,726,736,10,7,805,873,13,4,881,914,1,6,965,1003,3,13,1069,1085,0,10,1204,1275
14,1,2,182,281,10,3,290,292,9,3,353,399,4,2,449,452,3,9,684,768,5,7,768,818,8,6,830,869,14,12,965,966,7,7,1107,1155,0,11,1275,1327,12,12,1371,1416,2,13,1468,1519,11,14,1618,1693,13,13,1796,1853,6,13,1853,1854
10,3,0,0,19,6,0,94,115,14,3,182,224,1,3,281,333,2,2,333,347,7,1,353,438,8,4,548,549,10,8,881,902,9,8,965,991,13,5,991,1003,12,9,1069,1082,5,12,1163,1196,11,10,1287,1298,0,12,1371,1455,4,14,1706,1770
2,8,1,94,103,14,4,281,351,10,4,353,377,3,6,449,525,11,4,538,624,6,5,806,877,5,9,913,915,2,9,1020,1021,4,8,1085,1170,7,8,1170,1186,12,11,1259,1319,1,9,1338,1375,9,13,1375,1424,0,13,1468,1567,13,11,1604,1607
7,14,0,0,94,3,1,94,109,9,1,109,182,5,1,182,183,11,2,290,311,12,3,353,385,8,3,449,472,2,3,548,635,4,4,635,726,10,10,983,1052,13,6,1069,1142,7,9,1259,1324,1,10,1375,1468,6,9,1468,1546,0,14,1567,1591
