7,10,0,0,36,0,0,36,105,7,1,105,179,3,5,622,653,11,8,720,800,6,8,800,816,14,10,894,989,4,11,1076,1087,8,12,1138,1199,5,14,1304,1376,2,12,1389,1479,13,12,1479,1575,9,13,1575,1649,12,14,1649,1666,1,14,1684,1706
11,8,1,69,82,0,1,105,186,12,3,245,283,14,3,285,356,1,2,356,403,5,6,450,486,13,2,526,619,6,6,685,699,3,7,795,821,11,9,894,920,4,12,1138,1211,7,8,1215,1264,9,11,1304,1327,10,14,1396,1434,2,14,1496,1517
8,12,0,0,38,4,1,69,118,11,1,142,200,0,2,200,281,6,4,526,543,14,7,633,717,8,8,717,742,2,6,795,866,7,5,866,928,10,10,1076,1172,5,12,1172,1204,9,10,1244,1262,1,9,1304,1389,3,12,1575,1667,13,14,1667,1731
3,9,2,142,177,0,3,281,343,10,4,350,397,12,5,433,469,8,6,498,595,2,4,622,660,4,6,671,690,14,8,720,773,1,5,800,876,13,6,894,969,11,10,990,1069,5,13,1244,1296,7,9,1304,1329,3,11,1496,1506,6,14,1667,1731
12,1,0,0,83,12,1,83,169,5,3,186,199,10,3,245,312,11,3,312,355,0,4,356,436,9,4,498,547,8,7,595,643,13,8,1059,1099,14,13,1166,1234,2,10,1234,1278,4,14,1304,1316,6,11,1396,1415,7,13,1595,1666,3,14,1731,1806
1,4,0,0,36,14,0,69,142,10,2,142,223,2,0,223,285,1,1,285,336,5,5,356,450,6,3,450,477,0,5,526,529,12,7,622,639,7,3,671,674,9,7,720,766,13,7,969,1059,8,11,1059,1081,11,12,1138,1162,3,13,1667,1670
13,3,0,0,33,13,0,83,93,14,1,142,154,9,5,549,595,0,6,633,671,8,9,795,835,4,10,989,1021,5,11,1076,1138,10,11,1172,1179,12,12,1244,1302,2,11,1304,1375,1,10,1389,1415,11,13,1415,1439,7,12,1575,1580,6,13,1595,1633
0,11,0,0,78,9,1,83,87,8,2,142,175,14,2,223,237,6,2,285,306,2,3,526,580,13,3,622,685,0,7,717,779,3,8,894,935,5,10,990,1046,12,10,1076,1133,4,13,1215,1304,10,13,1304,1396,1,13,1595,1684,7,14,1684,1711
14,8,0,0,69,5,1,83,115,11,2,200,262,4,3,264,307,12,4,350,433,10,5,433,438,3,4,526,622,6,5,622,665,13,4,685,746,0,8,779,833,2,8,990,1009,7,7,1076,1114,9,9,1172,1244,14,14,1244,1319,1,11,1415,1445
6,3,2,165,245,4,4,350,419,12,6,498,509,11,6,595,671,1,4,671,760,5,8,760,806,10,7,806,829,8,10,894,988,14,11,989,1076,9,8,1076,1172,0,9,1172,1238,6,10,1304,1376,13,11,1396,1423,2,13,1479,1488,7,11,1496,1551
9,9,0,0,27,8,3,223,270,11,4,356,357,2,2,433,526,1,3,526,541,7,4,720,735,4,8,800,837,5,9,894,924,10,9,989,1024,14,12,1076,1166,12,11,1166,1230,6,9,1234,1283,0,10,1304,1392,3,10,1400,1412,13,13,1575,1644
4,7,0,0,12,4,2,142,152,10,6,498,549,14,6,549,633,5,7,633,709,3,6,717,728,12,8,795,894,2,7,894,990,1,7,990,1008,11,11,1076,1085,13,9,1138,1215,8,14,1304,1320,0,11,1400,1482,6,12,1496,1595,9,14,1649,1672
2,10,1,36,53,5,2,142,148,6,1,186,264,13,1,264,350,2,1,350,397,14,4,418,421,3,3,450,480,4,7,720,785,1,6,894,946,7,6,946,996,8,13,1215,1274,12,13,1304,1400,9,12,1400,1496,11,14,1496,1538,0,12,1575,1578
10,3,1,83,165,12,2,169,207,5,4,245,332,8,4,332,418,9,3,418,498,14,5,498,545,7,2,549,553,11,7,671,720,6,7,760,775,13,5,800,862,4,9,894,951,2,9,1076,1109,10,12,1244,1298,1,12,1496,1501,0,13,1595,1607
5,5,0,0,83,6,0,83,112,8,5,418,449,11,5,450,506,4,5,526,598,9,6,633,717,2,5,717,795,14,9,800,858,10,8,894,976,12,9,989,1003,1,8,1076,1098,3,9,1172,1227,13,10,1244,1252,7,10,1389,1407,0,14,1667,1755
