8,11,0,0,60,4,0,73,169,1,1,169,210,2,2,219,290,0,0,290,325,10,3,350,352,8,0,402,446,3,2,473,508,9,4,534,589,12,5,599,677,13,5,677,687,7,4,702,770,14,8,775,871,5,9,871,920,6,13,1899,1917
2,9,0,0,27,1,0,73,156,5,1,161,189,13,3,192,260,14,2,260,324,12,2,324,328,0,1,354,432,6,0,448,451,10,5,534,553,3,7,934,978,2,12,1023,1121,8,8,1211,1237,4,12,1299,1349,11,11,1499,1583,7,12,1762,1779
7,5,0,0,73,0,2,448,527,12,4,527,536,1,7,542,635,14,6,635,700,11,4,701,759,8,3,764,826,7,5,839,902,13,9,1019,1070,10,11,1112,1211,2,14,1299,1368,9,13,1590,1601,4,14,1631,1709,3,14,1709,1725,6,12,1863,1879
14,12,1,169,250,2,3,290,292,4,4,448,450,0,3,534,599,10,8,701,759,13,7,847,922,7,6,934,1023,5,11,1023,1061,6,4,1121,1212,14,12,1212,1305,3,10,1311,1406,1,13,1406,1451,8,13,1590,1625,11,12,1631,1639,9,14,1709,1720
12,13,2,161,192,9,2,192,269,11,2,269,350,2,4,350,400,7,3,400,454,3,4,599,624,10,7,635,672,0,4,701,754,12,6,764,839,4,8,839,934,14,10,934,1020,6,3,1023,1116,8,7,1121,1161,5,14,1311,1383,1,14,1484,1514
0,10,0,0,67,13,1,73,161,1,5,402,473,4,7,701,733,0,5,775,789,14,9,871,899,2,11,934,958,8,4,958,1009,3,9,1121,1151,5,13,1212,1311,12,11,1311,1315,6,6,1406,1458,9,12,1499,1590,7,10,1631,1636,11,13,1709,1721
4,10,2,169,219,1,3,283,312,5,5,354,442,2,6,448,534,8,1,534,593,4,6,614,683,14,7,701,775,12,7,839,844,13,8,934,1016,0,6,1019,1112,9,9,1112,1145,11,7,1145,1146,6,7,1484,1548,7,9,1548,1585,3,13,1631,1683
3,14,0,0,12,4,2,208,283,5,6,448,481,1,9,701,764,13,6,764,809,9,7,847,866,10,10,934,972,0,7,1112,1182,2,13,1207,1299,8,9,1299,1317,6,5,1317,1348,7,8,1406,1411,3,12,1499,1550,12,14,1688,1762,11,14,1799,1892
13,7,0,0,23,12,0,73,165,14,1,169,204,3,1,219,278,13,4,283,314,4,3,350,448,2,10,775,841,9,8,934,963,1,12,1023,1085,8,6,1112,1115,5,12,1121,1142,0,8,1211,1225,10,14,1348,1418,11,10,1418,1421,6,11,1799,1863
5,2,0,0,60,5,3,250,297,14,3,324,341,11,3,354,436,4,5,534,572,1,8,635,689,3,5,701,758,7,7,1023,1118,10,12,1211,1299,0,9,1299,1389,12,12,1389,1449,9,11,1449,1479,8,12,1499,1571,13,14,1590,1612,6,9,1631,1633
9,3,0,0,14,10,1,73,167,5,2,192,235,9,3,269,293,14,4,354,396,12,3,448,526,1,6,526,542,2,7,542,623,11,6,847,863,4,10,1023,1027,13,11,1167,1266,0,10,1389,1484,6,8,1548,1631,8,14,1631,1691,7,14,1853,1899
10,4,1,169,208,5,4,297,354,10,4,402,485,6,1,534,614,2,8,623,683,11,5,764,847,3,6,847,848,1,11,934,1019,12,8,1019,1069,14,11,1112,1207,9,10,1207,1295,8,10,1317,1332,13,13,1406,1490,0,11,1490,1539,7,11,1688,1730
6,9,1,73,87,7,1,169,199,1,2,219,241,14,5,448,494,3,3,534,540,8,2,614,701,2,9,701,758,10,9,775,807,5,10,934,957,13,10,1112,1167,12,9,1167,1175,4,11,1212,1223,11,9,1299,1306,0,12,1548,1584,6,14,1917,1942
1,13,0,0,32,11,1,73,80,2,5,400,437,5,7,534,547,6,2,614,681,9,6,702,761,1,10,775,787,3,8,1023,1117,12,10,1212,1256,10,13,1299,1348,14,13,1348,1415,8,11,1418,1436,4,13,1499,1594,0,13,1631,1716,7,13,1799,1853
11,2,1,73,116,7,2,219,241,1,4,350,402,10,6,553,582,9,5,635,702,5,8,702,709,4,9,934,997,8,5,1023,1078,11,8,1212,1281,13,12,1299,1343,3,11,1406,1499,14,14,1499,1555,12,13,1594,1688,6,10,1709,1799,0,14,1799,1800
