6,0,0,0,40,7,2,187,252,13,2,273,296,18,2,327,419,1,3,419,468,6,4,516,555,16,1,575,637,4,2,637,663,10,4,734,752,19,6,880,915,17,6,949,1005,8,11,1012,1016,11,8,1093,1123,14,13,1146,1155,12,7,1233,1251,2,10,1280,1303,3,10,1511,1549,9,13,1584,1592,5,12,1996,2026,15,12,2047,2054
8,2,0,0,98,6,0,98,169,16,0,187,205,0,1,273,330,8,5,419,486,13,5,516,575,18,4,628,706,14,9,761,790,10,5,824,896,12,3,898,976,7,11,976,997,19,8,1038,1090,4,5,1109,1178,1,7,1178,1230,11,10,1233,1290,17,8,1330,1414,5,7,1416,1453,3,12,1649,1722,9,14,1722,1735,15,13,2141,2204
11,13,1,98,187,7,3,273,336,8,4,338,362,0,2,419,514,14,7,543,611,1,6,734,824,9,8,824,893,6,7,921,988,10,6,988,1054,3,7,1054,1129,11,9,1146,1163,19,11,1330,1364,18,11,1416,1511,2,13,1601,1666,15,9,1678,1769,5,10,1769,1778,17,11,1808,1830,12,11,1830,1850,16,14,1913,2012,4,14,2106,2205
0,1,0,0,20,8,2,158,235,15,2,254,327,14,4,327,412,7,5,453,543,0,3,543,576,2,4,628,659,9,7,734,807,3,4,824,918,4,4,921,975,13,8,1054,1139,19,9,1146,1233,10,9,1233,1246,18,10,1330,1393,16,9,1416,1456,11,12,1502,1584,12,9,1584,1600,5,9,1649,1671,6,13,1683,1714,17,14,2012,2055
14,17,0,0,1,8,1,71,102,15,1,158,192,11,2,273,360,9,3,414,442,14,6,502,505,7,6,543,628,0,4,628,700,6,5,709,802,18,5,802,872,2,7,872,891,13,6,921,971,10,8,1126,1154,3,8,1210,1270,19,13,1489,1557,16,11,1557,1649,1,11,1678,1710,4,12,1913,2012,5,13,2047,2141,12,14,2141,2145
13,7,0,0,7,11,0,71,158,9,0,158,225,19,2,338,410,10,3,596,660,1,5,660,718,0,5,734,765,17,5,816,898,16,4,898,902,3,6,988,996,12,5,1038,1055,2,9,1093,1143,15,6,1146,1219,18,9,1233,1317,4,6,1330,1416,6,11,1416,1484,5,8,1511,1601,13,11,1601,1683,14,14,1683,1748,8,14,1981,2047
9,13,0,0,34,1,1,98,154,11,1,180,216,4,1,273,338,6,3,338,353,2,2,419,516,10,2,516,596,9,5,596,609,12,1,654,716,8,8,734,816,0,6,816,871,14,10,880,909,5,2,921,974,18,7,996,1028,7,12,1054,1059,16,8,1280,1322,19,12,1416,1489,3,11,1584,1587,17,12,1830,1853,15,11,1913,1956
5,12,0,0,6,5,0,98,180,17,1,180,273,14,3,273,282,10,1,327,357,3,0,361,441,9,4,502,545,1,4,545,580,8,7,628,665,19,4,665,754,2,6,754,770,11,7,824,903,18,6,903,950,0,7,976,1012,6,8,1012,1017,15,5,1093,1133,16,6,1146,1214,4,7,1416,1502,7,14,1502,1538,13,12,1683,1744
3,2,1,98,103,5,1,180,250,9,2,327,414,14,5,414,502,11,4,502,525,18,3,543,615,7,8,709,741,19,5,802,832,8,9,880,949,13,7,996,1053,0,8,1054,1146,1,8,1233,1330,6,10,1330,1394,3,9,1416,1458,15,7,1511,1526,16,12,1649,1660,4,9,1722,1729,10,14,1769,1827,17,13,1913,1960,12,12,2012,2081
12,15,0,0,23,6,2,273,338,17,2,338,384,16,2,637,734,2,8,921,996,9,10,996,1093,14,12,1093,1103,13,9,1146,1162,19,10,1233,1330,0,9,1330,1402,7,13,1416,1465,10,12,1502,1519,1,10,1584,1678,12,10,1678,1744,4,10,1769,1804,8,12,1827,1889,5,11,1898,1996,18,12,1996,2055,11,13,2055,2059,3,13,2141,2220
10,14,0,0,71,10,0,71,156,19,0,158,238,8,3,254,303,11,3,360,387,15,4,419,504,2,5,665,670,3,3,734,768,7,10,880,885,12,4,976,1038,16,5,1038,1109,5,6,1280,1330,0,10,1416,1496,9,12,1511,1575,6,12,1584,1586,4,8,1649,1692,17,10,1692,1769,13,14,1827,1863,1,14,1898,1981,18,14,2205,2219
2,4,0,0,71,14,1,71,90,18,1,158,196,15,3,327,361,7,4,361,453,13,4,453,465,9,6,654,672,11,6,734,783,3,5,921,984,5,3,996,1070,17,7,1070,1109,12,6,1146,1189,2,11,1335,1398,10,11,1416,1471,0,11,1511,1550,19,14,1584,1615,16,13,1722,1768,6,14,1778,1795,1,13,1827,1898,8,13,1898,1950
7,18,0,0,98,7,1,98,108,6,1,187,250,19,1,273,326,13,3,338,407,8,6,516,582,11,5,582,654,3,2,654,695,4,3,734,793,12,2,802,880,9,9,921,941,14,11,996,1018,16,7,1214,1265,10,10,1330,1347,17,9,1416,1459,2,12,1511,1600,15,8,1601,1652,0,12,1678,1681,1,12,1722,1778,5,14,2141,2184
4,17,3,419,431,19,3,516,525,7,7,628,709,14,8,709,761,16,3,761,810,6,6,824,921,8,10,949,1012,10,7,1054,1126,18,8,1126,1210,5,5,1210,1280,13,10,1280,1335,1,9,1335,1430,9,11,1430,1503,2,14,1678,1702,0,13,1722,1808,4,11,1827,1913,12,13,2081,2130,11,14,2141,2207,15,14,2220,2227,3,14,2227,2263
1,8,0,0,9,14,2,158,254,9,1,254,327,1,2,327,395,3,1,453,511,2,3,543,628,17,4,628,639,7,9,802,864,19,7,949,983,5,4,1070,1128,6,9,1146,1207,12,8,1280,1333,11,11,1335,1391,16,10,1502,1534,10,13,1584,1626,13,13,1769,1774,15,10,1827,1828,0,14,1898,1927,4,13,2012,2106,18,13,2106,2132
