5,24,0,0,46,11,0,46,108,29,0,108,141,4,0,176,204,0,0,261,337,7,1,350,425,16,2,437,507,15,5,535,629,27,4,629,696,22,3,710,749,23,1,804,807,3,3,865,942,6,7,942,984,19,4,1013,1061,1,7,1069,1132,26,9,1145,1194,10,7,1195,1205,13,6,1242,1246,14,3,1321,1390,5,5,1416,1512,12,9,1512,1585,25,12,1586,1607,20,11,1685,1735,2,11,1749,1777,9,13,1808,1907,18,9,1913,1983,8,10,2115,2167,28,12,2209,2222,17,13,2681,2732,21,13,2808,2881
11,1,0,0,71,5,1,163,199,22,1,232,288,20,1,291,385,0,1,385,389,15,4,437,439,29,2,534,623,6,5,623,682,10,4,682,693,19,2,766,865,26,6,865,914,14,2,930,959,28,6,1013,1033,9,7,1069,1145,12,6,1145,1160,2,6,1195,1287,3,7,1294,1382,27,8,1382,1386,11,12,1475,1527,13,9,1546,1628,24,11,1641,1695,17,6,1695,1793,25,14,1793,1799,23,7,2148,2227,4,10,2236,2323,7,10,2400,2490,8,13,2493,2503,18,13,2584,2638,21,10,2638,2655,16,12,2681,2742
1,9,1,75,153,15,2,163,218,19,1,261,283,0,2,437,535,3,1,535,608,17,3,629,651,21,2,710,786,1,4,804,817,11,8,892,950,23,2,987,1020,20,7,1069,1084,24,8,1195,1196,27,7,1294,1351,13,7,1377,1384,25,11,1475,1491,26,14,1546,1569,28,9,1586,1622,18,7,1685,1749,29,14,1749,1811,5,8,1828,1913,7,6,1913,1933,14,6,1977,2004,2,14,2116,2202,8,11,2202,2276,22,13,2276,2368,12,14,2368,2405,10,14,2493,2584,6,13,2584,2681,4,13,2681,2707,16,14,2808,2841
9,2,0,0,60,11,2,261,329,1,3,437,482,0,3,535,536,24,5,629,638,7,4,710,729,25,8,930,947,29,7,987,1051,22,5,1051,1089,28,7,1099,1195,20,8,1195,1245,17,5,1287,1356,9,10,1356,1408,26,12,1416,1459,8,5,1481,1544,19,6,1546,1555,13,10,1641,1646,15,14,1727,1756,10,10,1793,1830,4,7,1861,1906,27,12,1953,2016,12,11,2016,2073,5,10,2075,2100,3,14,2148,2151,21,7,2302,2337,6,12,2473,2495,18,14,2638,2653,23,12,2681,2718,16,13,2742,2780,14,13,2835,2855
6,9,0,0,75,10,1,90,98,12,1,176,182,16,1,275,300,6,3,350,437,25,4,437,476,7,2,534,536,0,4,629,680,2,5,710,711,28,5,804,805,14,1,865,914,15,6,930,968,22,4,987,1014,26,10,1195,1219,11,11,1294,1351,8,4,1388,1466,13,8,1481,1493,29,12,1546,1578,1,10,1641,1714,3,11,1727,1793,24,13,1793,1870,20,13,1883,1959,5,9,1964,2020,27,13,2038,2135,18,10,2135,2138,19,10,2209,2222,23,10,2478,2576,4,12,2576,2630,17,12,2630,2637,21,14,2881,2938
4,10,0,0,47,5,0,90,130,24,3,163,232,26,1,232,291,15,3,291,386,1,2,386,389,13,2,437,491,29,3,623,672,0,5,710,802,9,6,804,892,17,4,892,914,20,5,960,991,21,3,1013,1039,6,8,1069,1115,18,5,1165,1195,22,7,1225,1280,12,7,1294,1377,23,5,1377,1435,16,4,1435,1438,27,9,1512,1563,3,10,1641,1669,25,13,1698,1719,8,8,1793,1861,28,10,1861,1953,11,14,1953,2011,2,13,2038,2116,19,9,2116,2157,4,9,2167,2222,7,8,2236,2260,14,14,2881,2967
13,8,0,0,11,15,1,90,114,11,1,163,261,17,1,261,281,10,3,350,435,20,2,435,468,24,4,468,539,2,3,539,612,28,3,629,643,26,5,710,768,3,2,804,827,27,5,865,880,0,6,930,1005,25,9,1005,1065,29,8,1065,1076,16,3,1099,1105,23,4,1173,1242,9,9,1242,1285,6,10,1321,1375,1,9,1416,1507,14,4,1507,1586,22,9,1586,1685,21,5,1685,1778,19,7,1778,1845,18,8,1845,1897,13,12,1913,1928,4,8,1977,1987,12,12,2075,2098,5,12,2302,2400,7,12,2584,2613
3,13,0,0,73,24,2,90,138,6,1,153,168,25,2,193,199,28,1,275,308,27,3,437,531,18,2,804,815,29,6,892,987,0,7,1005,1052,12,5,1066,1132,15,9,1132,1184,11,10,1195,1294,2,7,1294,1299,26,11,1356,1412,20,9,1416,1484,10,8,1484,1494,3,9,1546,1595,14,5,1641,1698,9,12,1698,1743,17,8,1907,1937,1,14,2148,2213,16,10,2213,2304,8,12,2304,2347,22,14,2400,2471,7,11,2493,2513,21,9,2584,2626,5,13,2638,2716,4,14,2716,2776,19,13,2776,2842,23,14,2842,2854
7,18,0,0,77,10,2,176,275,26,3,437,534,9,4,534,616,6,6,682,704,4,4,766,802,11,7,804,840,25,7,865,873,15,7,987,1030,13,5,1030,1099,23,3,1099,1173,0,8,1173,1208,24,9,1294,1320,29,11,1377,1475,3,8,1475,1544,20,10,1546,1553,12,10,1586,1672,8,7,1685,1693,1,11,1749,1808,27,11,1808,1848,16,7,1883,1908,2,12,1964,2001,22,11,2038,2135,28,11,2135,2209,21,6,2209,2302,7,9,2324,2366,17,11,2400,2408,5,14,2716,2757,14,12,2776,2835,19,14,2842,2897
10,15,0,0,81,21,0,90,163,28,0,163,177,29,1,261,350,9,3,350,377,4,1,437,463,25,5,535,607,2,4,629,678,14,0,710,769,20,3,804,832,13,3,865,960,10,6,960,984,12,4,1013,1066,11,9,1066,1120,24,7,1120,1164,8,2,1195,1287,1,8,1287,1325,18,6,1325,1402,0,9,1416,1486,26,13,1496,1530,5,6,1546,1571,16,5,1641,1646,22,10,1727,1755,7,5,1793,1881,3,13,1883,1924,27,14,2135,2155,19,11,2302,2350,23,9,2386,2478,6,14,2681,2682,17,14,2742,2808
