77.0,473.0,770.0,1318.0,1804.0,2575.0,3217.0,3598.0,3770.0,4794.0,5240.0,5770.0,6018.0,7297.0,7634.0
0.0,560.0,1957.0,2978.0,3150.0,3385.0,4289.0,4328.0,5000.0,5408.0,5837.0,6220.0,6572.0,6731.0,6883.0
638.0,1150.0,1323.0,1828.0,1853.0,2316.0,2772.0,4117.0,4411.0,5062.0,5687.0,5759.0,6632.0,7102.0,7641.000073219389
242.0,414.0,1258.0,1504.0,1855.0,2414.0,2683.0,3516.0,4059.0,4555.0,4642.0,5817.0,5827.0,6123.0,6398.0
520.0,1187.0,1672.0,1957.0,1985.0,2015.0,2270.0,3274.0,3951.0,4333.0,5161.0,5850.0,6495.0,6840.0,7542.0
729.0,1447.0,1737.0,1970.0,2585.0,3179.0,3838.0,4479.0,5365.0,5569.0,6066.0,6572.0,6898.0,7248.0,7594.0
103.0,188.0,470.0,1553.0,1816.0,1838.0,3770.0,4186.0,4607.0,5294.0,5682.0,5812.0,5915.0,6205.0,6698.0
197.0,631.0,1144.0,2039.0,2335.0,2485.0,3299.0,3920.0,4202.0,5125.0,5672.0,6275.0,6806.0,7462.0,7544.0
240.0,751.0,1374.0,1898.0,2200.0,2637.0,3570.0,3863.0,4674.0,6031.0,6123.0,6995.0,7297.0,7529.0,7718.0
131.0,964.0,1381.0,1576.0,1769.0,1792.0,3434.0,3612.0,4039.0,4545.0,5408.0,5600.0,6700.0,7074.0,7304.0
832.0,1258.0,1347.0,3066.0,3750.0,4411.0,4545.0,4795.0,4841.0,5252.0,5500.0,6632.0,7216.0,7384.0,7649.0
593.0,1050.0,1137.0,2202.0,2791.0,3344.0,4187.0,4800.0,4815.0,4839.0,5421.0,6216.0,6971.0,7137.0,7455.0
43.0,682.0,1724.0,2523.0,2707.0,3667.0,4373.0,4794.0,4848.0,5936.0,6336.0,6667.0,7102.0,7172.0,7653.0
520.0,1958.0,2966.0,3197.0,3326.0,3387.0,4168.0,4321.0,4728.0,4970.0,5033.0,5322.0,6875.0,7245.0,7542.0
324.0,952.0,1386.0,2050.0,3100.0,3418.0,3863.0,4089.0,4735.0,5103.0,5640.0,6307.0,6566.0,7064.0,7593.0
29.0,2712.0,2970.0,3053.0,4128.0,4276.0,4395.0,4919.0,4952.0,4966.0,5205.0,5256.0,5315.0,5502.0,5877.0
103.0,333.0,2116.0,2141.0,2192.0,3051.0,3741.0,3993.0,5158.0,5257.0,5509.0,5988.0,6492.0,7396.0,7511.0
1479.0,2101.0,2719.0,2867.0,3039.0,4117.0,4444.0,4841.0,4913.0,4952.0,5266.0,5932.0,5962.0,6398.0,6493.0
409.0,1069.0,1894.0,2300.0,2414.0,2475.0,3679.0,4639.0,4898.0,5529.0,6150.0,6472.0,7391.0,7716.0,7758.0
130.0,215.0,297.0,930.0,1143.0,2171.0,3516.0,3734.0,4117.0,4144.0,5672.0,6264.0,6974.0,7451.0,7634.0
17.0,109.0,113.0,191.0,837.0,1898.0,2264.0,2802.0,2894.0,3786.0,4230.0,5085.0,5988.0,6216.0,6747.0
42.0,690.0,832.0,997.0,2886.0,2971.0,3464.0,3554.0,3698.0,4877.0,4927.0,6471.0,6794.0,7156.0,7410.0
333.0,520.0,903.0,1674.0,2123.0,2270.0,2892.0,4462.0,4880.0,4934.0,5500.0,5546.0,6580.0,6758.0,6799.0
0.0,56.0,1201.0,1440.0,1485.0,1488.0,1502.0,2544.0,2707.0,3692.0,3735.0,5609.0,5861.0,6427.0,6486.0
333.0,1676.0,2101.0,2523.0,2928.0,2997.0,3141.0,4874.0,5096.0,5945.0,6392.0,6492.0,6497.0,6499.0,6507.0
0.0,350.0,832.0,2106.0,2867.0,3080.0,3734.0,3980.0,4252.0,4733.0,4805.0,4877.0,5158.0,6782.0,7395.0
23.0,130.0,894.0,1180.0,1429.0,1516.0,1565.0,1625.0,4053.0,4244.0,4877.0,5509.0,6398.0,6780.0,7384.0
33.0,173.0,385.0,696.0,930.0,2192.0,2292.0,2295.0,2322.0,2542.0,2879.0,3473.0,4886.0,4918.0,5976.0
0.0,383.0,596.0,689.0,884.0,965.0,3920.0,4248.0,4459.0,5407.0,5429.0,5527.0,5842.0,5936.0,6224.0
43.0,56.0,78.0,524.0,619.0,1069.0,2359.0,2478.0,3289.0,5712.0,5762.0,6226.0,6452.0,7515.0,7542.0
