10,2,0,0,49,11,1,91,170,0,0,170,254,6,0,254,303,4,3,318,387,14,1,407,439,3,5,499,564,7,7,570,590,12,6,1025,1051,10,11,1119,1187,8,13,1218,1310,15,11,1395,1417,5,15,1664,1672,16,14,1749,1754,19,17,1841,1903,17,14,1955,2024,13,16,2024,2025,9,15,2178,2223,1,19,2601,2652,18,19,2761,2788
9,17,1,69,147,0,1,254,299,8,4,407,461,7,6,499,556,6,4,588,613,14,4,663,730,15,6,848,870,19,9,1038,1107,12,8,1218,1288,10,13,1310,1382,5,13,1487,1560,11,12,1560,1631,1,8,1631,1673,4,16,1725,1734,3,16,1794,1843,18,11,1890,1968,2,16,2234,2304,13,19,2313,2323,9,17,2406,2504,16,16,2566,2628
16,12,0,0,35,18,0,35,125,4,1,125,193,7,4,274,339,0,2,339,392,15,4,409,461,14,2,500,541,2,4,588,643,6,5,663,707,16,8,935,954,8,12,1127,1208,13,10,1310,1351,1,6,1408,1452,3,14,1571,1602,10,15,1631,1725,11,16,1989,2000,19,19,2024,2112,9,14,2112,2178,5,19,2178,2263,17,18,2406,2416
18,7,2,166,189,4,2,241,243,10,3,332,357,16,2,409,456,0,3,500,548,9,4,588,637,17,7,663,724,12,4,743,835,11,8,835,882,5,9,1042,1071,14,7,1134,1223,15,9,1223,1296,18,6,1310,1352,13,11,1408,1504,6,13,1584,1666,19,18,1903,1996,8,18,1996,2006,3,19,2061,2108,1,16,2304,2330,2,17,2380,2455
17,13,0,0,82,10,1,189,215,3,2,257,294,5,4,332,409,16,3,500,561,0,4,588,597,7,8,663,756,19,7,852,930,8,11,1038,1110,4,10,1127,1192,6,10,1218,1297,12,9,1310,1392,2,10,1395,1487,15,13,1584,1597,11,13,1666,1727,17,12,1841,1848,9,13,1955,1999,1,17,2380,2476,14,18,2601,2643,18,18,2676,2760
5,5,0,0,64,11,2,170,244,8,3,318,407,17,4,407,447,14,3,588,602,0,5,663,672,4,7,680,759,3,7,759,844,10,9,852,944,2,7,944,1027,1,2,1038,1044,12,7,1127,1218,19,11,1218,1305,7,12,1305,1377,15,12,1487,1584,18,9,1584,1652,16,13,1652,1677,6,17,1968,1970,13,18,2234,2303,9,16,2313,2406
14,16,0,0,91,7,1,91,111,2,2,182,217,19,3,332,339,4,6,588,669,0,6,680,719,17,8,759,852,8,9,852,930,18,3,944,976,15,8,1038,1117,6,12,1504,1558,5,14,1584,1664,3,15,1664,1694,10,17,1794,1890,13,14,1890,1979,1,12,1989,2051,14,12,2061,2118,12,12,2142,2224,11,18,2224,2299,9,19,2601,2668
2,19,2,257,332,11,4,332,404,10,8,743,767,2,6,835,907,5,7,907,985,4,9,985,1079,13,8,1083,1101,0,7,1134,1213,1,4,1223,1291,16,10,1310,1346,8,15,1408,1443,17,9,1487,1524,9,9,1584,1651,14,9,1651,1749,15,15,1749,1762,3,17,1890,1898,7,19,2024,2045,6,19,2112,2183,18,13,2183,2244,12,19,2761,2780
13,4,0,0,81,12,1,91,166,13,1,166,240,15,3,302,389,10,4,407,499,8,8,743,817,19,6,817,849,3,8,852,902,6,8,944,977,9,7,1025,1069,5,11,1223,1316,0,8,1317,1400,11,11,1408,1452,2,11,1487,1555,16,12,1582,1590,7,15,1631,1724,1,11,1890,1921,18,14,2263,2303,17,17,2321,2402,14,16,2406,2490
19,9,1,91,175,5,3,241,270,8,5,499,588,12,3,588,660,16,5,680,711,6,6,756,806,4,8,848,924,1,1,935,983,18,7,1395,1447,10,14,1487,1571,7,14,1571,1589,2,12,1631,1695,19,16,1725,1746,11,14,1794,1848,15,16,1890,1940,3,18,1989,2011,17,15,2061,2065,13,17,2158,2160,0,9,2234,2284,14,17,2504,2595
12,14,0,0,25,9,2,182,257,13,3,342,375,6,2,409,500,10,5,500,534,3,6,588,653,5,6,663,713,15,5,756,765,16,7,848,890,19,8,944,953,11,10,1134,1177,18,8,1487,1525,1,7,1571,1592,8,16,1631,1656,7,16,1724,1767,17,11,1767,1815,4,17,1841,1862,12,11,2024,2069,2,15,2152,2234,0,10,2313,2337
3,2,1,91,117,7,3,241,274,6,1,318,377,8,6,588,600,13,7,663,707,16,6,756,848,15,7,907,909,5,8,985,1042,11,9,1042,1117,3,11,1156,1176,19,12,1305,1395,4,14,1487,1582,9,12,1890,1955,10,18,1955,1989,1,13,2051,2142,14,13,2142,2146,18,15,2321,2352,0,11,2406,2455,12,16,2504,2570,17,19,2601,2676
8,17,0,0,69,8,0,69,127,3,1,127,185,19,1,193,210,11,3,257,324,16,1,332,373,6,3,500,559,9,6,848,935,18,4,1038,1134,5,10,1134,1200,13,9,1223,1296,15,14,1666,1685,1,10,1794,1868,7,18,1955,2011,10,19,2024,2053,14,14,2224,2225,12,13,2263,2321,4,19,2406,2485,0,12,2504,2585,2,18,2601,2666
4,7,0,0,4,19,0,91,182,8,1,182,207,15,2,254,295,13,2,302,342,9,3,342,408,12,2,409,508,4,5,508,515,5,5,588,663,1,0,663,738,18,1,756,772,3,9,944,1038,10,16,1725,1794,6,15,1794,1825,17,13,1890,1927,2,13,1955,1959,11,19,2299,2380,0,13,2601,2606,14,19,2676,2761,16,19,2761,2784
1,3,0,0,55,15,1,91,189,10,2,257,311,11,5,409,431,17,5,499,570,2,5,663,741,14,8,1223,1244,8,14,1310,1379,16,11,1408,1437,19,13,1487,1537,13,12,1571,1610,4,15,1631,1724,6,14,1725,1788,9,11,1794,1869,7,17,1890,1908,12,10,1955,1968,18,12,2024,2034,5,18,2069,2138,1,14,2158,2223,0,14,2676,2746
15,5,2,147,241,17,2,241,302,4,4,407,445,11,6,499,549,19,4,570,614,16,4,614,680,18,2,848,916,7,10,935,953,10,10,985,1060,9,8,1083,1120,2,9,1134,1150,3,12,1223,1317,14,10,1749,1841,6,16,1890,1905,13,15,1989,2000,15,18,2061,2152,8,19,2152,2185,1,15,2234,2300,12,14,2321,2359,0,15,2761,2850
0,11,0,0,66,10,0,91,108,2,3,254,318,3,4,407,438,13,5,508,541,17,6,588,628,8,7,663,714,14,5,756,781,16,9,985,1083,7,11,1083,1091,4,11,1218,1229,15,10,1310,1326,5,12,1395,1469,6,11,1487,1490,19,14,1571,1613,9,10,1651,1684,18,16,2406,2487,1,18,2504,2601,12,17,2601,2624,0,16,2850,2941
6,10,6,588,635,19,5,663,673,9,5,756,833,6,7,848,889,12,5,935,1025,14,6,1025,1119,3,10,1119,1156,1,3,1156,1188,4,12,1310,1408,7,13,1408,1462,17,10,1584,1616,18,10,1652,1724,13,13,1749,1840,8,17,1841,1876,5,17,1903,1990,15,17,1996,2039,11,17,2061,2158,2,19,2676,2707,16,18,2707,2724,0,17,2941,2966
11,9,0,0,33,3,3,332,364,13,6,588,614,7,9,756,779,8,10,944,948,6,9,1038,1127,10,12,1187,1271,19,15,1631,1633,1,9,1725,1738,5,16,1794,1820,11,15,1890,1989,14,11,1989,2061,2,14,2061,2137,15,19,2152,2186,17,16,2234,2313,4,18,2313,2330,12,15,2406,2425,16,15,2476,2566,18,17,2566,2635,0,18,2966,3046
7,15,0,0,29,5,1,82,89,8,2,254,288,17,3,318,370,7,5,407,451,13,4,451,460,11,7,570,600,10,7,663,743,2,8,1038,1097,19,10,1127,1172,18,5,1218,1225,1,5,1310,1333,4,13,1408,1446,3,13,1487,1507,6,18,2024,2091,14,15,2263,2265,9,18,2504,2526,16,17,2628,2691,12,18,2691,2740,0,19,3046,3082
