5981.0,70332.00016385021,70380.0,70609.0,70640.0,70720.0,70784.0,70814.0,70850.0,70949.0,70965.0,70997.0,71000.0,71028.0,71107.0,71108.0,71158.0,71252.0,71283.0,71370.0
69598.00016385133,69768.00016385094,69996.0,70012.0,70091.0,70183.0,70262.0,70325.0,70335.0,70382.0,70446.0,70502.0,70506.0,70593.0,70616.00016384992,70659.00016385001,70729.0001638501,70744.00016385019,70857.00016385027,71051.0
69149.0,69230.0,69262.0,69338.0,69418.0,69437.0,69443.0,69480.0,69539.0,69547.0,69550.0,69591.0,69670.0,69678.0,69761.0,69829.0,69882.0,69911.0,69972.0,70229.0
1452.0,68135.0,68234.0,68331.0,68351.0,68354.0,68355.0,68452.0,68544.0,68587.0,68598.0,68623.0,68654.0,68752.0,68825.0,68863.0,68934.0,69003.0,69074.0,69147.0
67442.0,67533.0,67623.0,67720.0,67744.0,67752.0,67824.0,67878.0,67945.0,68008.0,68047.0,68123.0,68142.00016386311,68143.00016386369,68150.00016386427,68196.00016386484,68210.0001638654,68264.00016386597,68404.0,68728.0
65610.00016390254,66785.0,66798.0,66872.0,66910.0,66920.0,66987.0,66993.0,67043.0,67115.0,67208.0,67233.0,67305.0,67371.0,67449.00016387003,67467.0001638707,67544.00016387133,67571.00016387197,67857.0,67954.0
65355.00016392069,65439.00016392148,65458.000163922276,65465.00016392307,65785.0,66022.0,66111.0,66196.0,66274.0,66303.0,66392.0,66401.0,66489.0,66532.0,66584.0,66620.0,66664.0,66741.0,66792.00016387875,67330.0
65181.000163917044,65208.00016391826,65296.000163919474,65355.00016392069,65474.00016390641,65603.0,65669.0,65678.0,65679.0,65714.0,65783.0,65812.0,65879.0,65939.0,65982.0,66003.0,66029.000163889,66105.00016388978,66160.00016389057,66237.00016389135
64624.0,64708.0,64751.0,64818.0,64859.0,64949.0,65020.0,65058.0,65097.0,65174.0,65192.0,65204.0,65221.0,65231.0,65308.0,65357.0,65382.0,65467.0,65497.0,65511.0
63520.00016397102,63578.00016396909,63619.00016397083,63670.00016397257,63711.00016397432,63824.0,63915.0,63997.0,64065.0,64141.0,64154.0,64247.0,64259.0,64349.0,64407.0,64459.0,64542.0,64610.0,64613.0,64668.0
62985.0,63048.0,63107.0,63125.0,63224.0,63302.0,63307.0,63322.0,63393.0,63452.0,63473.0,63531.0,63560.0,63619.0,63717.0,63719.0,63737.0,63871.000163957506,63926.00016395929,64009.00016396107
