3787.0,12054.0,12332.0,12405.0,12456.0,12555.0,12644.0,12701.0,12776.0,12803.0,12825.0,12929.0,12999.0,13169.0,13186.0,13219.0,13305.0,13345.0,13660.0,13675.0
14.0,129.0,12960.0,13128.0,13169.0,13217.0,13394.0,13432.0,13493.0,13597.0,13675.0,13843.0,13850.0,13866.0,13956.0,14092.0,14210.0,14213.0,14260.0,14293.0
162.0,1172.0,1252.0,1524.0,11791.0,12295.0,12324.0,12371.0,12439.0,12701.0,12769.0,12835.0,12893.0,12968.0,13057.0,13305.0,13595.0,13780.0,14022.0,14133.0
11641.0,11791.0,11942.0,12054.0,12295.0,12372.0,12451.0,12520.0,12643.0,12701.0,12777.0,12855.0,12929.0,12930.0,12968.0,13002.0,13062.0,13323.0,13520.0,13759.0
8268.0,8363.0,10799.0,11138.0,11407.0,11496.0,11504.0,11531.0,11539.0,11629.0,11748.0,11878.0,11998.0,12004.0,12142.0,12178.0,12224.0,12562.0,12655.0,12697.0
9622.0,9762.0,10268.0,10459.0,10522.0,10715.0,10885.0,10962.0,11013.0,11025.0,11097.0,11134.0,11199.0,11217.0,11308.0,11474.0,11490.0,11500.0,11552.0,11651.0
8698.0,9210.0,9421.0,9550.0,9749.0,9861.0,9952.0,10047.0,10128.0,10132.0,10146.0,10177.0,10302.0,10373.0,10463.0,10467.0,10611.0,10618.0,10626.0,10805.0
378.0,1122.0,1154.0,3787.0,4484.0,4502.0,8401.0,8433.0,8461.0,8468.0,8543.0,8620.0,8735.0,8826.0,8830.0,8902.0,9254.0,9704.0,9927.0,10115.0
7943.0,7949.0,8268.0,8461.0,8492.0,8624.0,8817.0,8829.0,8909.0,9056.0,9071.0,9119.0,9254.0,9305.0,9347.0,9502.0,9622.0,10004.0,10115.0,10271.0
6817.0,7388.0,7527.0,7687.0,7730.0,7765.0,7863.0,7931.0,8046.0,8047.0,8062.0,8120.0,8214.0,8387.0,8483.0,8574.0,8735.0,8988.0,9324.0,9785.0
3202.0,3490.0,3662.0,5912.0,5955.0,6280.0,6591.0,6637.0,6712.0,6927.0,7008.0,7102.0,7108.0,7168.0,7261.0,7349.0,7407.0,7439.0,7607.0,7700.0
1654.0,2346.0,2537.0,2668.0,2689.0,2708.0,6591.0,6817.0,7094.0,7251.0,7325.0,7647.0,7731.0,7758.0,7804.0,7815.0,7852.0,8104.0,8192.0,8217.0
4076.0,5406.0,5620.0,5707.0,5727.0,5819.0,5820.0,5851.0,6108.0,6195.0,6205.0,6245.0,6379.0,6394.0,6480.0,6500.0,6543.0,6582.0,6779.0,6899.0
128.0,1652.0,5707.0,5788.0,6108.0,6120.0,6167.0,6237.0,6315.0,6379.0,6456.0,6472.0,6541.0,6629.0,6976.0,7007.0,7140.0,7182.0,7205.0,7407.0
3105.0,3373.0,4578.0,4653.0,4812.0,5046.0,5054.0,5117.0,5185.0,5266.0,5342.0,5399.0,5465.0,5553.0,5615.0,5675.0,5912.0,5937.0,5990.0,6033.0
3202.0,3490.0,3736.0,3807.0,3861.0,3910.0,3957.0,4078.0,4195.0,4234.0,4311.0,4405.0,4487.0,4536.0,4725.0,4895.0,4897.0,4907.0,4965.0,5144.0
1652.0,1886.0,2571.0,2689.0,2708.0,2825.0,2878.0,2929.0,3024.0,3321.0,3403.0,3451.0,3461.0,3547.0,3615.0,3675.0,3680.0,3721.0,3994.0,4150.0
291.0,2168.0,2825.0,3031.0,3202.0,3373.0,3451.0,3662.0,3730.0,3749.0,3774.0,3853.0,3916.0,3985.0,4002.0,4193.0,4288.0,4379.0,4468.0,4578.0
