8,0,0,0,35,11,0,67,127,8,0,127,171,2,2,180,251,1,1,251,292,10,3,303,305,4,0,380,476,3,2,476,511,7,4,530,598,5,9,649,698,13,5,824,834,12,5,868,946,9,4,962,1017,14,8,1017,1113,6,13,1464,1482
2,1,0,0,83,5,1,92,120,6,0,180,183,0,1,223,301,9,0,301,328,14,2,380,444,10,5,468,487,12,2,526,530,13,3,567,635,8,8,747,773,3,7,824,868,2,12,1013,1111,11,11,1113,1197,4,12,1597,1647,7,12,1727,1744
7,5,0,0,73,0,2,301,380,8,3,380,442,11,4,468,526,7,5,598,661,14,6,661,726,12,4,750,759,1,7,845,938,13,9,1113,1164,2,14,1203,1272,10,11,1272,1371,6,12,1371,1387,3,14,1464,1480,4,14,1786,1864,9,13,1864,1875
14,12,1,92,173,2,3,251,253,0,3,380,445,6,4,476,567,7,6,661,750,4,4,750,752,5,11,845,883,13,7,938,1013,10,8,1013,1071,8,13,1085,1120,3,10,1120,1215,11,12,1215,1223,1,13,1371,1416,14,12,1504,1597,9,14,1875,1886
12,13,2,180,211,11,2,251,332,2,4,332,382,6,3,382,475,7,3,476,530,0,4,530,583,3,4,605,630,8,7,661,701,9,2,747,824,10,7,824,861,12,6,962,1037,4,8,1143,1238,5,14,1242,1314,14,10,1314,1400,1,14,1464,1494
0,10,0,0,67,13,1,92,180,8,4,468,519,0,5,605,619,6,6,661,713,1,5,747,818,2,11,938,962,3,9,1013,1043,4,7,1111,1143,5,13,1143,1242,14,9,1242,1270,11,13,1310,1322,7,10,1371,1376,12,11,1464,1468,9,12,1765,1856
4,10,2,161,211,8,1,211,270,5,5,380,468,2,6,476,562,1,3,562,591,0,6,661,754,14,7,754,828,11,7,845,846,6,7,869,933,4,6,962,1031,13,8,1031,1113,12,7,1113,1118,7,9,1203,1240,3,13,1371,1423,9,9,1464,1497
3,14,0,0,12,5,6,468,501,4,2,530,605,6,5,605,636,0,7,754,824,8,9,845,863,13,6,868,913,7,8,938,943,1,9,1013,1076,2,13,1111,1203,10,10,1203,1241,9,7,1242,1261,3,12,1310,1361,11,14,1371,1464,12,14,1691,1765
13,12,0,0,92,3,1,92,151,14,1,180,215,7,0,223,246,8,6,581,584,4,3,649,747,13,4,747,778,2,10,845,911,0,8,938,952,5,12,962,983,11,10,1045,1048,6,11,1210,1274,1,12,1274,1336,9,8,1371,1400,10,14,1513,1583
5,2,0,0,60,5,3,223,270,11,3,332,414,14,3,468,485,3,5,661,718,7,7,750,845,4,5,845,883,1,8,938,992,8,12,1013,1085,6,9,1085,1087,0,9,1120,1210,10,12,1371,1459,12,12,1513,1573,13,14,1597,1619,9,11,1691,1721
9,3,0,0,14,10,1,67,161,5,2,180,223,14,4,526,568,2,7,568,649,12,3,649,727,11,6,727,743,1,6,818,834,9,3,845,869,6,8,962,1045,8,14,1120,1180,0,10,1215,1310,13,11,1310,1409,4,10,1409,1413,7,14,1864,1910
10,6,1,223,303,5,4,303,360,10,4,380,463,4,1,476,515,11,5,530,613,2,8,649,709,3,6,747,748,8,10,868,883,1,11,1143,1228,12,8,1242,1292,0,11,1310,1359,14,11,1409,1504,13,13,1504,1588,9,10,1597,1685,7,11,1685,1727
6,8,2,270,357,7,1,357,387,9,1,414,428,1,2,476,498,3,3,530,536,14,5,605,651,5,10,727,750,2,9,756,813,11,9,962,969,10,9,1071,1103,13,10,1203,1258,12,9,1310,1318,0,12,1371,1407,4,11,1504,1515,6,14,1597,1622
1,13,0,0,32,11,1,127,134,6,2,303,370,2,5,382,419,5,7,526,539,3,8,868,962,8,11,962,980,1,10,1111,1123,9,6,1143,1202,12,10,1371,1415,10,13,1464,1513,0,13,1513,1598,14,13,1598,1665,4,13,1691,1786,7,13,1786,1840
11,2,1,73,116,7,2,414,436,8,5,526,581,5,8,581,588,1,4,649,701,10,6,727,756,11,8,869,938,9,5,1017,1084,6,10,1120,1210,3,11,1215,1308,4,9,1310,1373,13,12,1409,1453,12,13,1597,1691,14,14,1691,1747,0,14,1747,1748
