3,11,0,0,38,0,0,89,172,2,2,172,238,7,3,238,325,1,4,325,409,13,7,623,671,4,7,848,851,3,9,890,893,8,12,980,985,14,13,1225,1241,5,11,1405,1486,10,14,1486,1497,9,14,1581,1657,12,12,1657,1681,6,14,1749,1786
6,13,0,0,14,0,1,172,173,7,4,325,366,10,4,409,410,8,6,441,540,14,6,700,723,9,8,779,831,3,10,980,1039,11,10,1066,1082,4,9,1117,1216,2,10,1216,1240,6,10,1281,1317,1,14,1364,1440,12,11,1624,1630,5,13,1657,1749
7,7,1,89,169,9,2,195,250,0,2,250,346,8,5,346,372,6,4,540,562,10,7,662,742,14,7,742,757,13,9,786,845,11,8,848,945,12,6,945,973,1,10,1042,1110,3,11,1117,1198,5,9,1216,1272,4,10,1272,1281,2,12,1377,1401
13,4,0,0,85,3,1,89,158,1,3,236,257,10,3,295,300,11,3,346,420,0,3,423,477,14,3,492,512,9,5,581,649,7,7,649,728,8,9,742,769,2,7,779,814,6,7,848,933,13,13,1225,1307,5,10,1307,1405,12,9,1405,1419
4,8,1,89,140,10,1,140,148,12,2,195,206,11,2,238,286,3,3,325,423,1,5,423,515,13,5,515,521,0,4,581,611,5,7,623,707,9,7,728,742,4,6,779,793,14,11,1066,1162,2,11,1281,1377,7,11,1377,1461,6,13,1552,1596
1,1,2,157,236,8,3,237,306,12,3,306,321,9,3,346,422,13,4,423,430,4,4,515,611,10,6,611,644,0,5,662,742,7,8,742,786,14,8,786,800,11,11,1117,1164,3,12,1216,1246,6,12,1453,1552,5,12,1552,1624,2,13,1624,1679
12,10,0,0,40,1,1,89,157,7,2,169,230,6,1,238,243,13,6,581,586,9,6,649,683,0,6,742,823,11,9,945,1042,14,12,1162,1225,12,8,1225,1313,8,14,1313,1314,4,11,1408,1450,3,14,1486,1557,2,14,1679,1759,5,14,1759,1782
10,12,0,0,89,14,0,89,113,2,4,313,401,5,5,423,492,6,3,492,497,7,6,540,623,13,8,702,756,3,8,786,825,0,7,848,857,1,9,930,1026,9,10,1026,1117,8,13,1117,1207,10,11,1216,1281,11,12,1281,1302,4,14,1657,1684
8,2,0,0,46,9,0,46,131,12,1,131,153,6,0,195,216,5,4,346,381,1,6,515,581,11,6,611,700,4,5,700,734,3,7,742,780,8,10,786,837,13,10,848,850,0,8,945,994,10,9,1042,1117,7,9,1117,1200,14,14,1313,1316
14,5,0,0,28,2,1,89,146,11,1,146,229,13,3,237,295,4,3,306,363,3,4,423,431,9,4,492,581,1,7,611,662,8,8,702,736,14,9,848,939,6,9,1026,1072,0,9,1072,1104,12,7,1162,1201,7,10,1225,1234,10,12,1313,1355
0,8,0,0,77,13,2,172,176,2,3,238,313,10,5,441,492,5,6,540,601,14,5,621,671,11,7,700,741,1,8,742,825,12,5,825,890,6,8,933,1009,9,11,1117,1121,0,10,1216,1235,3,13,1281,1357,7,12,1461,1560,4,13,1581,1608
9,7,0,0,49,14,2,372,376,11,5,540,550,3,6,621,702,2,6,702,758,10,8,758,848,8,11,848,930,9,9,930,963,13,11,1026,1027,5,8,1117,1190,1,12,1216,1254,0,11,1272,1364,6,11,1364,1453,4,12,1486,1581,12,10,1581,1609
5,3,0,0,34,4,1,89,169,8,2,169,237,10,2,237,273,5,3,295,297,6,2,346,441,11,4,441,456,14,4,540,619,2,5,621,679,1,11,1117,1155,13,12,1198,1202,9,12,1225,1243,0,12,1364,1429,7,13,1560,1598,12,14,1759,1782
2,1,0,0,4,13,1,89,155,5,2,172,238,4,2,238,274,14,1,306,372,12,4,372,409,7,5,441,447,3,5,540,621,8,7,621,627,6,6,702,779,2,8,848,907,9,13,1313,1408,10,13,1408,1424,0,13,1486,1574,11,14,1581,1601
11,5,1,89,100,9,1,131,195,3,2,195,248,8,4,306,312,6,5,621,637,4,8,890,980,14,10,980,1066,2,9,1066,1148,10,10,1148,1195,1,13,1254,1353,13,14,1353,1428,11,13,1428,1523,0,14,1581,1645,7,14,1657,1725,12,13,1749,1753
