19268.0,19365.0,19408.0,19433.0,19532.0,19622.0,19643.0,19670.0,19687.0,19703.0,19791.0,19855.0,19864.0,19914.0,19969.0
17965.0,18484.99999792706,18523.999997927163,18699.0,18715.0,18813.0,18871.0,18952.0,19003.0,19013.0,19044.0,19093.0,19158.0,19206.0,19314.0
17767.0,17919.0,17965.0,18156.0,18202.0,18218.0,18235.0,18335.0,18386.0,18419.0,18510.0,18528.0,18612.0,18699.0,18730.0
17315.0,17318.0,17412.0,17503.0,17505.0,17555.0,17644.0,17722.0,17727.0,17757.0,17821.0,17843.0,18061.0,18111.0,18307.0
16540.0,16545.0,16598.0,16655.0,16669.0,16759.0,16767.0,16819.0,16895.0,17027.0,17042.0,17081.0,17318.0,17372.0,17429.0
16434.0,16540.0,16542.0,16598.0,16662.0,16717.0,16813.0,16819.0,16855.0,16884.0,16941.0,17027.0,17096.0,17150.0,17226.0
15225.0,15264.0,15271.0,15788.0,15872.0,15962.0,16028.0,16104.0,16157.0,16203.0,16230.0,16313.0,16362.0,16465.0,16487.0
15225.0,15308.0,15326.0,15412.0,15501.0,15594.0,15657.0,15691.0,15788.0,15872.0,15933.0,15965.0,16013.0,16036.0,16117.0
14362.0,14546.0,14562.0,14580.0,14634.0,14730.0,14797.0,14870.0,14931.0,14946.0,15013.0,15047.0,15084.0,15149.0,15193.0
13595.0,13674.0,13697.0,13748.0,13808.0,13817.0,13871.0,13956.0,14044.0,14127.0,14182.0,14269.0,14394.0,14474.0,14557.0
12563.0,12767.0,12821.0,12875.0,12934.0,13060.0,13128.0,13184.0,13193.0,13216.0,13274.0,13362.0,13444.0,13454.0,13541.0
11701.0,11899.0,11983.0,12012.0,12071.0,12131.0,12229.0,12270.0,12357.0,12384.0,12415.0,12494.0,12617.0,12681.0,12983.0
10815.0,10936.0,11229.0,11262.0,11317.0,11400.0,11409.0,11496.0,11515.0,11564.0,11632.0,11636.0,11660.0,11773.0,11822.0
10577.0,10613.0,10636.0,10672.0,10713.0,10769.0,10837.0,10918.0,10967.0,11012.0,11079.0,11168.0,11228.0,11342.0,11400.0
10060.0,10198.0,10274.0,10398.0,10457.0,10507.0,10510.0,10536.0,10577.0,10643.0,10695.0,10703.0,10736.0,10776.0,10886.0
9042.0,9627.0,9657.0,9706.0,9720.0,9784.0,9818.0,9973.0,10039.0,10055.0,10100.0,10136.0,10216.0,10221.0,10223.0
8307.0,9565.0,9593.0,9627.0,9680.0,9723.0,9808.0,9817.0,9881.0,9973.0,10038.0,10053.0,10054.0,10103.0,10316.0
8825.0,8836.0,8839.0,8872.0,9202.0,9272.0,9278.0,9281.0,9316.0,9373.0,9449.0,9487.0,9515.0,9593.0,9600.0
8926.0,8966.0,9021.0,9136.0,9147.0,9205.0,9213.0,9251.0,9270.0,9295.0,9449.0,9488.0,9580.0,9610.0,9704.0
7891.0,7929.0,7947.0,8116.0,8839.0,8885.0,8926.0,8961.0,8967.0,9037.0,9041.0,9136.0,9195.0,9202.0,9290.0
7363.0,7486.0,7680.0,7855.0,8284.0,8307.0,8387.0,8422.0,8489.0,8511.0,8596.0,8666.0,8702.0,8745.0,8825.0
6844.0,7160.0,7182.0,7797.0,7882.0,7891.0,7929.0,8027.0,8052.0,8116.0,8161.0,8257.0,8293.0,8355.0,8401.0
7149.0,7172.0,7291.0,7408.0,7639.0,7684.0,7751.0,7757.0,7826.0,7908.0,7984.0,7989.0,8060.0,8142.0,8212.0
5492.0,6896.0,7029.0,7052.0,7065.0,7172.0,7232.0,7327.0,7408.0,7452.0,7496.0,7581.0,7717.0,7779.0,7797.0
6698.0,6764.0,6832.0,6916.0,7054.0,7146.0,7208.0,7430.0,7519.0,7520.0,7581.0,7617.0,7652.0,7680.0,7717.0
5982.0,6157.0,6654.0,6716.0,7028.0,7036.0,7054.0,7075.0,7126.0,7283.0,7348.0,7430.0,7446.0,7486.0,7579.0
5970.0,6532.0,6843.0,6896.0,6916.0,7022.0,7052.0,7100.0,7109.0,7160.0,7172.0,7232.0,7283.0,7363.0,7444.0
5554.0,6596.0,6658.0,6691.0,6752.0,6840.0,6843.0,6844.0,6863.0,6943.0,6983.0,6999.0,7022.0,7029.0,7145.0
4934.0,5635.0,5822.0,5928.0,6544.0,6596.0,6656.0,6742.0,6809.0,6835.0,6943.0,7028.0,7040.0,7126.0,7218.0
5645.0,5804.0,5860.0,6004.0,6102.0,6394.0,6397.0,6426.0,6531.0,6555.0,6647.0,6698.0,6764.0,6802.0,6821.0
5234.0,5246.0,5445.0,5541.0,5612.0,5635.0,5788.0,6044.0,6137.0,6360.0,6406.0,6450.0,6531.0,6532.0,6742.0
3856.0,5077.0,5172.0,5365.0,5865.0,5924.0,6223.0,6310.0,6394.0,6416.0,6459.0,6544.0,6643.0,6656.0,6667.0
3953.0,5379.0,5399.0,5460.0,5492.0,5953.0,5970.0,6041.0,6120.0,6145.0,6223.0,6256.0,6276.0,6397.0,6457.0
4713.0,4725.0,5107.0,5188.0,5217.0,5258.0,5416.0,5544.0,5612.0,5691.0,5788.0,5804.0,5865.0,5928.0,5953.0
4216.0,4784.0,4817.0,4897.0,5033.0,5107.0,5110.0,5165.0,5197.0,5217.0,5294.0,5354.0,5416.0,5486.0,5554.0
4120.0,4611.0,4624.0,4697.0,4897.0,5010.0,5033.0,5121.0,5197.0,5234.0,5267.0,5365.0,5379.0,5460.0,5544.0
4213.0,4382.0,4485.0,4502.0,4540.0,4551.0,4621.0,4670.0,4679.0,4730.0,4817.0,4916.0,4934.0,4975.0,5003.0
3952.0,4297.0,4311.0,4562.0,4611.0,4622.0,4700.0,4708.0,4716.0,4784.0,4822.0,4894.0,4964.0,4996.0,5077.0
722.0,3241.0,3423.0,3652.0,3751.0,3755.0,3784.0,3840.0,4114.0,4167.0,4435.0,4485.0,4538.0,4562.0,4697.0
583.0,1232.0,1307.0,3669.0,3751.0,4038.0,4120.0,4155.0,4213.0,4276.0,4280.0,4344.0,4352.0,4382.0,4464.0
3458.0,3502.0,3519.0,3545.0,3618.0,3652.0,3690.0,3769.0,3840.0,3856.0,3952.0,4038.0,4068.0,4129.0,4273.0
380.0,1326.0,1447.0,3094.0,3255.0,3303.0,3333.0,3412.0,3502.0,3586.0,3634.0,3713.0,3727.0,3769.0,3851.0
721.0,820.0,2879.0,2924.0,3140.0,3147.0,3162.0,3184.0,3255.0,3274.0,3361.0,3416.0,3428.0,3478.0,3488.0
313.0,1086.0,1171.0,1232.0,1266.0,2807.0,2879.0,2913.0,2946.0,3015.0,3051.0,3139.0,3140.0,3143.0,3333.0
2105.0,2189.0,2239.0,2313.0,2329.0,2415.0,2447.0,2449.0,2471.0,2493.0,2566.0,2582.0,2590.0,2654.0,2724.0
195.0,291.0,538.0,581.0,1236.0,1275.0,1312.0,1358.0,1748.0,1779.0,1806.0,1853.0,1938.0,2024.0,2105.0
252.0,502.0,516.0,1084.0,1171.0,1205.0,1238.0,1275.0,1353.0,1437.0,1464.0,1510.0,1603.0,1678.0,1748.0
400.0,425.0,509.0,524.0,583.0,668.0,721.0,750.0,820.0,870.0,963.0,986.0,1084.0,1086.0,1103.0
162.0,447.0,454.0,524.0,543.0,558.0,583.0,677.0,679.0,734.0,827.0,904.0,996.0,1035.0,1673.0
0.0,29.0,89.0,116.0,173.0,252.0,319.0,385.0,407.0,434.0,454.0,459.0,502.0,581.0,1001.0
