1,13,0,0,3,12,0,97,161,18,0,180,222,0,0,246,316,10,0,335,338,15,4,406,480,7,3,480,483,19,0,540,592,14,3,616,693,2,0,695,737,8,7,737,756,3,7,950,1021,11,11,1058,1085,16,11,1227,1296,17,11,1303,1361,9,12,1443,1514,5,11,1824,1837,1,13,1900,1984,4,12,1984,2039,6,13,2120,2188
6,12,1,180,181,15,3,275,335,0,1,368,374,8,4,414,489,16,5,695,710,2,1,737,798,9,9,803,901,4,3,901,925,17,9,1044,1070,1,8,1134,1144,10,8,1227,1239,3,10,1303,1316,13,11,1384,1442,19,8,1482,1579,7,8,1612,1668,14,13,1670,1768,6,9,1768,1823,11,14,1860,1861,5,13,1997,2022,18,14,2039,2120
10,15,0,0,33,11,3,275,354,9,4,368,391,0,2,414,443,4,1,480,538,8,5,540,588,17,5,616,695,16,7,866,941,12,9,950,1044,13,9,1044,1126,3,9,1134,1161,2,6,1204,1282,1,10,1303,1376,14,10,1376,1401,18,9,1452,1540,10,13,1587,1658,19,10,1670,1720,6,10,1860,1871,5,14,2039,2093,7,13,2093,2169
14,8,0,0,25,9,1,97,163,3,1,180,264,12,2,275,304,17,3,335,357,4,0,381,419,13,5,456,531,16,3,531,616,0,3,616,671,19,2,695,752,11,8,780,844,1,6,866,929,14,6,954,970,18,6,1066,1074,10,7,1142,1158,5,7,1376,1427,15,11,1522,1605,6,8,1628,1708,7,9,1708,1791,2,13,1865,1866
7,8,2,237,325,14,1,368,456,18,2,456,540,11,6,540,607,9,7,616,662,0,4,695,709,15,6,780,782,19,4,866,954,6,3,954,976,16,9,1044,1124,7,4,1134,1167,10,9,1303,1370,12,13,1370,1426,1,11,1426,1501,17,12,1501,1558,2,10,1579,1640,3,13,1670,1727,5,10,1768,1770,4,10,1824,1859,13,13,1865,1953
5,6,0,0,19,7,0,97,135,16,2,180,246,9,3,275,304,17,4,381,416,18,3,540,565,3,4,616,643,1,5,722,803,0,5,803,836,11,9,888,973,10,5,973,1066,8,10,1134,1177,14,9,1227,1265,12,14,1426,1433,5,8,1482,1500,4,6,1579,1585,15,12,1628,1697,2,11,1697,1787,13,12,1787,1840,19,14,2015,2042
13,17,7,722,794,12,8,794,888,13,8,888,918,0,6,954,1020,3,8,1044,1134,16,10,1134,1173,18,7,1227,1287,5,6,1303,1366,9,11,1376,1388,15,10,1443,1522,10,12,1522,1546,14,12,1587,1601,8,14,1670,1709,11,13,1768,1824,7,10,1824,1900,4,11,1900,1938,19,13,1953,2015,2,14,2015,2075,1,14,2075,2172,6,14,2188,2225
4,13,1,97,104,15,2,172,179,9,5,414,423,12,5,531,566,16,4,616,650,17,6,695,711,19,3,780,846,14,5,866,944,11,10,973,1058,0,7,1058,1072,2,5,1134,1204,8,11,1204,1303,7,5,1303,1346,4,5,1376,1452,6,6,1452,1520,18,10,1540,1551,3,12,1612,1615,10,14,1670,1760,1,12,1768,1848,5,12,1900,1901
3,17,0,0,96,6,1,97,180,11,2,180,275,13,3,275,368,1,2,388,407,10,1,456,496,14,2,540,588,5,4,616,700,12,7,700,726,3,5,780,866,9,10,901,975,15,8,975,1007,2,4,1066,1090,0,8,1134,1141,16,12,1303,1309,19,7,1370,1442,8,13,1540,1614,18,11,1614,1685,4,9,1768,1782,7,12,1997,1999
8,5,0,0,77,11,1,96,155,8,1,172,237,7,1,237,335,6,2,335,406,3,2,406,478,13,6,531,556,12,6,616,624,1,4,624,722,14,4,722,760,4,2,803,883,16,8,950,953,18,5,975,1065,17,10,1134,1186,0,9,1227,1284,19,6,1303,1326,10,10,1370,1422,2,9,1452,1490,9,14,1587,1612,15,13,1697,1738
0,9,0,0,97,16,1,97,123,17,1,172,178,1,0,237,267,18,1,335,414,11,5,502,518,8,6,616,656,10,3,700,774,13,7,780,801,3,6,866,950,5,5,950,1035,12,10,1044,1106,4,4,1134,1184,6,4,1227,1231,0,10,1303,1358,14,11,1452,1503,19,9,1579,1670,15,14,1768,1787,2,12,1791,1865,7,11,1900,1997
9,13,2,172,212,5,2,237,296,1,1,335,388,3,3,478,495,9,6,540,614,15,5,616,670,11,7,700,767,10,4,780,847,18,4,866,936,17,8,950,979,8,9,1044,1084,12,11,1134,1176,19,5,1227,1269,2,7,1303,1314,16,13,1370,1443,0,11,1443,1461,7,7,1522,1612,4,7,1628,1640,14,14,1768,1829,6,12,2039,2078
12,11,0,0,13,3,0,96,172,8,3,325,381,7,2,381,392,5,3,456,475,19,1,616,619,15,7,866,888,1,7,954,1016,14,8,1134,1227,12,12,1227,1287,6,5,1303,1371,2,8,1384,1419,10,11,1452,1472,9,13,1522,1587,0,12,1587,1649,16,14,1670,1735,17,14,1768,1842,18,12,1842,1903,13,14,1953,1972,4,13,2039,2072
2,16,0,0,61,15,1,96,119,5,1,119,206,9,2,206,260,14,0,275,341,12,3,368,434,11,4,456,502,1,3,502,503,2,2,803,809,10,6,1066,1142,13,10,1142,1143,18,8,1303,1384,7,6,1384,1403,8,12,1482,1505,6,7,1540,1628,17,13,1628,1659,0,13,1697,1743,19,11,1768,1811,3,14,1860,1926,4,14,2120,2162
11,17,2,237,289,13,4,368,423,12,4,456,488,10,2,540,621,9,8,695,780,16,6,780,839,8,8,866,905,2,3,954,1014,14,7,1044,1085,11,12,1134,1160,1,9,1227,1242,15,9,1303,1318,3,11,1384,1482,5,9,1579,1608,4,8,1697,1723,0,14,1768,1860,19,12,1860,1942,18,13,1942,1991,6,11,1997,2016,7,14,2172,2173
