10,0,0,0,63,29,0,84,87,6,1,180,226,1,1,250,298,74,0,298,373,85,2,373,418,31,4,461,512,55,0,522,539,69,3,612,655,83,2,678,756,5,2,769,791,38,0,806,867,26,1,867,927,82,1,964,1041,97,2,1062,1105,84,5,1138,1185,33,0,1225,1307,21,2,1314,1398,23,9,1398,1456,10,5,1475,1547,14,9,1552,1561,65,12,1643,1725,3,0,1732,1764,12,4,1806,1809,4,13,1827,1831,8,11,1921,1927,13,1,2000,2086,57,6,2091,2110,49,1,2177,2248,95,10,2259,2286,7,2,2348,2446,36,5,2480,2539,63,9,2569,2624,89,10,2647,2726,34,8,2741,2782,25,9,2834,2876,51,16,2909,2950,59,10,2991,3040,28,9,3073,3127,44,2,3155,3223,54,9,3241,3293,90,14,3337,3367,94,13,3424,3492,81,16,3505,3559,27,8,3757,3811,71,8,3855,3893,43,13,3922,3948,60,17,4115,4199,46,15,4199,4225,37,19,4269,4289,22,7,4344,4355,11,5,4429,4436,66,6,4506,4549,93,10,4582,4621,52,7,4665,4745,17,15,4745,4839,99,15,4839,4938,53,5,4938,5008,2,12,5029,5093,24,14,5128,5181,39,9,5227,5238,70,10,5303,5325,76,9,5369,5461,68,17,5461,5510,30,10,5543,5579,62,14,5604,5692,72,4,5693,5718,79,18,5774,5847,16,13,5868,5869,18,12,5934,6010,86,18,6010,6108,32,17,6108,6160,15,19,6160,6232,48,9,6249,6261,67,16,6329,6397,78,16,6406,6442,88,19,6483,6512,47,19,6526,6559,73,18,6624,6705,40,7,6705,6721,64,14,6804,6843,35,14,6897,6949,77,8,6992,7028,20,9,7075,7169,42,18,7169,7230,92,12,7245,7303,56,9,7306,7334,58,13,7374,7380,87,17,7451,7510,61,10,7529,7602,45,8,7709,7777,80,17,7777,7859,19,19,7859,7904,9,18,7918,7990,50,16,8106,8142,98,18,8251,8278,75,10,8311,8369,91,14,8369,8412,96,16,8557,8603,41,13,8634,8729
17,31,0,0,20,0,1,84,168,60,1,180,182,87,1,250,278,91,0,345,437,83,0,437,522,84,0,522,583,74,1,587,678,18,2,678,752,90,2,866,907,65,8,964,1062,95,5,1062,1112,55,5,1138,1184,15,3,1225,1252,89,4,1314,1345,29,8,1398,1415,23,10,1475,1547,4,11,1552,1643,81,6,1643,1698,41,4,1732,1738,21,5,1810,1894,5,10,1901,1949,57,5,1998,2090,59,6,2090,2128,38,3,2128,2207,14,10,2207,2241,79,9,2302,2390,97,7,2395,2429,6,7,2482,2521,46,7,2569,2570,85,8,2647,2736,51,14,2741,2833,8,13,2834,2866,27,5,2909,2967,61,1,2967,3052,30,5,3073,3148,24,12,3155,3183,16,5,3241,3270,17,11,3337,3409,43,8,3435,3499,25,15,3516,3543,62,9,3602,3687,37,14,3794,3854,94,17,3855,3871,71,9,3915,3924,34,15,3999,4017,54,13,4091,4172,52,5,4187,4203,63,17,4258,4295,68,12,4322,4392,80,1,4541,4566,69,12,4632,4721,58,4,4721,4723,64,8,4804,4815,86,11,4869,4881,42,11,4940,5028,99,17,5029,5101,70,8,5101,5155,49,10,5181,5186,22,12,5276,5302,93,17,5337,5401,28,19,5421,5449,7,14,5512,5543,32,13,5593,5616,66,12,5683,5733,73,14,5774,5851,1,4,5851,5869,47,15,5905,5982,12,10,5992,6061,67,14,6061,6149,78,14,6151,6237,56,5,6249,6329,88,18,6329,6412,10,11,6423,6522,82,18,6522,6613,76,12,6613,6679,48,13,6696,6723,33,18,6784,6832,19,12,6877,6922,2,13,6971,7053,13,10,7053,7054,72,8,7134,7184,35,17,7205,7280,39,10,7280,7370,11,19,7370,7418,50,13,7571,7619,92,16,7658,7667,44,13,7737,7829,36,13,7829,7832,26,14,7915,7995,45,10,7995,8062,53,15,8084,8124,3,19,8155,8225,40,14,8225,8287,77,18,8293,8315,98,19,8318,8412,9,19,8412,8429,96,15,8495,8557,20,16,8557,8570,75,17,8827,8866
18,15,0,0,81,54,0,84,152,0,2,180,183,78,1,250,282,60,2,338,416,41,1,416,464,10,1,481,579,79,1,579,583,29,5,674,716,86,2,769,793,39,2,806,836,74,2,867,964,66,2,964,965,8,7,1046,1103,9,4,1103,1188,87,3,1188,1279,25,2,1279,1286,55,6,1373,1378,4,10,1469,1479,35,6,1541,1617,16,3,1633,1673,65,13,1732,1783,68,2,1827,1870,34,3,1921,1972,42,5,2000,2012,95,9,2091,2092,5,12,2177,2216,51,9,2259,2262,59,7,2302,2347,63,7,2395,2428,90,11,2447,2462,97,8,2512,2550,37,8,2569,2614,17,7,2647,2706,96,8,2741,2776,6,10,2834,2903,32,6,2909,2926,28,8,2982,2998,93,6,3059,3067,81,13,3133,3177,7,7,3199,3256,23,19,3256,3346,62,6,3346,3408,45,4,3435,3475,21,18,3528,3602,22,1,3602,3687,31,13,3688,3766,71,7,3766,3823,52,3,3855,3945,94,18,3945,4034,24,13,4034,4115,82,10,4115,4155,88,4,4199,4283,99,10,4283,4354,58,2,4354,4449,43,17,4449,4484,57,19,4541,4597,46,18,4632,4652,85,15,4669,4676,38,19,4756,4830,89,19,4839,4847,27,15,4938,5023,30,8,5029,5053,14,18,5128,5225,70,9,5227,5255,76,8,5303,5369,49,12,5369,5409,47,11,5448,5543,61,6,5543,5618,33,16,5624,5690,67,12,5898,5963,36,9,5970,5998,84,16,6151,6249,64,11,6249,6288,80,6,6329,6408,20,4,6423,6510,91,4,6522,6527,26,7,6613,6655,69,19,6696,6758,73,19,6784,6835,1,11,6877,6971,56,6,6971,6986,12,18,7053,7098,18,17,7134,7200,11,17,7205,7224,2,16,7245,7283,77,11,7343,7362,19,15,7410,7413,50,12,7472,7487,48,16,7571,7658,83,17,7658,7697,92,17,7737,7776,40,11,7915,8008,3,18,8008,8091,98,16,8091,8153,13,17,8155,8159,53,17,8251,8311,44,17,8311,8352,75,16,8734,8827,72,19,8932,9020
2,8,0,0,21,44,0,99,141,14,0,187,239,23,2,250,251,89,0,345,363,0,3,439,492,24,3,522,552,63,1,612,617,39,1,678,679,10,3,771,781,50,5,866,907,54,1,950,998,95,4,1007,1062,5,5,1062,1073,81,2,1138,1208,32,5,1225,1230,17,4,1305,1350,47,2,1381,1475,26,4,1475,1540,83,5,1552,1561,90,6,1643,1684,77,1,1732,1770,94,7,1810,1848,21,6,1901,1959,86,6,1998,2007,4,14,2091,2127,93,1,2177,2233,6,5,2259,2278,29,13,2348,2374,15,5,2395,2448,43,3,2482,2551,34,7,2569,2645,68,6,2647,2683,46,8,2732,2797,82,4,2829,2909,37,9,2909,2964,57,12,2982,3024,51,17,3059,3086,7,6,3133,3153,85,12,3199,3244,33,12,3252,3260,31,10,3337,3424,59,11,3424,3505,73,3,3505,3594,97,15,3594,3688,27,7,3688,3734,25,17,3757,3760,48,2,3815,3896,16,7,3907,3936,60,15,3945,4023,38,15,4023,4049,78,9,4091,4124,98,0,4124,4157,61,2,4211,4305,3,4,4305,4307,88,6,4379,4398,71,14,4449,4477,79,15,4541,4632,19,11,4632,4644,28,14,4669,4710,11,8,4839,4874,99,16,4938,4943,35,11,5029,5098,9,10,5128,5130,69,16,5227,5314,75,2,5314,5349,30,9,5400,5401,56,1,5484,5544,87,11,5683,5692,72,5,5774,5783,52,12,5898,5912,74,7,6059,6075,42,16,6123,6167,55,12,6209,6268,49,17,6295,6349,12,13,6389,6483,22,18,6483,6517,64,12,6526,6624,84,17,6624,6694,62,16,6696,6771,65,17,6784,6851,53,12,6877,6945,92,11,6948,7016,66,17,7046,7070,80,11,7075,7153,2,15,7169,7233,67,18,7233,7306,18,19,7306,7380,20,13,7380,7428,96,13,7472,7495,45,6,7571,7576,36,11,7625,7641,70,17,7709,7724,91,9,7737,7794,76,17,7915,7922,58,19,8155,8215,13,19,8293,8331,1,17,8356,8454,41,12,8557,8634,40,19,8634,8684
0,23,0,0,23,43,0,99,119,9,0,187,258,24,2,261,309,1,2,345,408,65,2,439,505,0,4,522,523,95,1,612,653,50,3,678,771,76,1,771,805,84,2,866,888,31,7,950,965,67,1,1022,1046,82,2,1067,1076,19,2,1162,1220,35,3,1257,1261,71,5,1337,1410,8,10,1424,1437,89,6,1499,1555,26,5,1582,1590,69,6,1650,1739,90,7,1739,1821,97,5,1827,1921,38,2,1921,1974,37,4,2000,2047,21,7,2091,2176,3,3,2176,2259,36,3,2259,2326,33,7,2326,2331,51,11,2395,2467,79,11,2482,2567,5,15,2569,2571,96,6,2595,2629,60,12,2668,2679,18,6,2741,2807,46,9,2834,2870,34,9,2909,2919,17,8,2983,3073,73,1,3073,3123,48,1,3153,3238,25,13,3241,3318,6,13,3324,3399,29,19,3420,3423,78,4,3484,3543,49,3,3543,3628,94,15,3636,3731,4,18,3731,3733,63,13,3810,3834,54,11,3907,3954,22,4,3956,3982,28,11,4034,4061,7,8,4091,4144,93,8,4144,4153,81,19,4211,4260,57,17,4305,4307,14,16,4379,4442,80,0,4449,4541,53,4,4541,4575,30,6,4596,4612,2,10,4665,4723,27,14,4745,4758,42,10,4818,4906,59,16,4906,4940,44,3,4940,5033,39,7,5033,5117,47,8,5227,5287,32,11,5314,5376,15,12,5400,5484,72,3,5484,5526,99,19,5544,5571,68,19,5624,5639,86,16,5716,5754,83,9,5800,5838,70,12,5898,5911,52,13,5970,5986,88,16,6044,6122,74,8,6123,6216,16,14,6216,6219,62,15,6299,6373,58,9,6389,6482,87,16,6482,6503,92,7,6522,6605,20,6,6605,6675,64,13,6677,6679,12,15,6752,6761,66,16,6807,6886,98,9,6897,6985,40,8,6992,7061,11,16,7075,7118,55,16,7169,7191,41,7,7245,7311,10,19,7343,7407,85,19,7472,7549,56,11,7571,7606,13,15,7658,7690,75,8,8155,8221,77,17,8221,8292,61,16,8434,8506,91,15,8506,8542,45,19,8907,8908
19,42,0,0,64,26,0,64,108,58,0,139,199,63,0,199,238,69,0,279,321,35,0,372,417,89,1,461,501,14,4,522,612,40,2,612,650,57,3,678,693,85,3,771,786,31,6,866,895,51,3,950,976,55,4,1046,1131,65,9,1131,1188,95,6,1210,1258,60,6,1279,1350,33,1,1373,1393,34,1,1469,1509,12,1,1541,1612,10,6,1633,1698,46,2,1732,1809,3,1,1827,1899,36,0,1921,1934,5,11,2000,2045,24,8,2091,2120,92,3,2128,2132,43,1,2207,2302,0,5,2302,2337,79,10,2395,2420,27,1,2480,2569,97,9,2569,2637,93,4,2637,2732,77,4,2732,2759,21,14,2829,2881,29,16,2909,2991,37,10,2991,3064,23,18,3073,3165,38,8,3165,3187,8,17,3241,3271,81,15,3337,3399,28,10,3421,3484,4,16,3484,3538,17,12,3538,3636,25,16,3636,3645,73,4,3709,3719,22,3,3836,3915,48,3,3915,3996,94,19,4034,4086,71,12,4187,4201,68,11,4228,4282,70,3,4322,4377,90,18,4429,4502,2,8,4506,4528,99,13,4596,4669,64,7,4669,4740,52,8,4756,4831,62,12,4839,4846,9,9,4938,5022,7,12,5029,5050,59,17,5128,5177,32,10,5227,5229,47,9,5314,5365,61,5,5369,5427,6,19,5427,5430,16,11,5512,5552,54,18,5624,5691,15,15,5712,5796,76,11,5796,5873,86,17,5873,5888,88,15,5954,6032,30,13,6044,6081,84,15,6108,6144,53,9,6151,6185,1,6,6249,6324,82,16,6329,6423,49,18,6423,6506,78,17,6506,6570,66,15,6570,6617,41,6,6654,6752,20,7,6752,6754,67,17,6804,6897,11,14,6897,6992,74,12,6992,7021,50,10,7075,7105,44,10,7134,7186,18,18,7205,7228,87,18,7529,7531,19,17,7602,7626,72,12,7672,7690,83,18,7737,7813,45,9,7813,7856,56,14,7862,7902,98,14,7918,7974,80,19,8008,8029,39,13,8155,8169,13,18,8225,8278,91,16,8557,8632,96,17,8634,8648,75,19,9020,9097
15,70,0,0,54,60,0,64,92,25,1,139,197,29,1,199,217,57,1,279,372,14,2,372,415,69,1,461,492,86,0,522,530,65,4,579,581,8,3,621,643,79,2,678,722,50,4,771,785,9,2,866,883,2,2,950,1043,32,3,1046,1131,4,8,1131,1210,17,3,1210,1239,5,6,1279,1373,51,6,1373,1427,89,5,1427,1483,81,5,1499,1522,92,0,1563,1598,48,0,1643,1718,30,0,1732,1810,20,0,1810,1888,19,7,1901,1988,84,8,2000,2091,42,6,2091,2124,12,5,2128,2131,46,5,2207,2284,85,5,2302,2368,95,11,2395,2464,18,4,2482,2559,45,1,2569,2624,59,9,2647,2654,23,16,2732,2757,0,6,2829,2849,15,8,2909,2932,68,8,2991,3050,6,12,3073,3155,21,15,3155,3198,94,12,3241,3245,43,7,3337,3345,52,1,3421,3428,99,3,3503,3563,78,5,3584,3617,11,2,3636,3693,10,7,3709,3758,35,8,3794,3803,37,15,3855,3896,38,14,3915,3999,31,16,3999,4082,71,11,4091,4108,58,1,4187,4269,27,11,4269,4272,90,17,4344,4412,63,19,4429,4451,98,2,4515,4594,73,8,4594,4626,97,18,4665,4756,93,12,4756,4833,47,4,4839,4853,82,12,4906,4909,28,16,4974,5050,13,8,5050,5140,49,13,5448,5494,83,7,5512,5604,87,10,5604,5669,34,18,5683,5714,54,19,5716,5762,33,17,5800,5893,55,10,5898,5919,22,14,5970,5980,56,3,6044,6069,88,17,6123,6214,3,11,6214,6299,96,11,6299,6341,24,17,6389,6390,40,6,6629,6656,16,19,6705,6739,53,13,6948,7047,66,18,7075,7139,72,9,7205,7260,64,19,7303,7352,80,14,7374,7472,44,11,7472,7542,26,12,7571,7612,67,19,7658,7690,36,12,7737,7806,7,19,7829,7915,77,14,7915,7980,76,18,7980,8061,1,14,8061,8094,62,18,8117,8188,39,19,8557,8633,74,16,8634,8665,61,19,8729,8808,91,17,8808,8863,41,16,8863,8932,75,18,8932,8980
5,95,0,0,10,64,0,64,139,40,0,139,161,78,0,187,193,59,1,250,344,75,0,345,409,2,0,437,501,69,2,522,602,50,2,612,627,31,5,678,734,9,1,771,802,8,5,866,950,13,0,950,1022,23,5,1022,1041,19,1,1067,1102,26,2,1162,1183,61,0,1254,1271,87,4,1314,1323,37,0,1398,1434,29,9,1475,1487,12,2,1633,1642,76,6,1732,1827,46,3,1827,1878,54,6,1921,1983,94,9,2000,2078,92,2,2091,2096,42,7,2128,2173,81,9,2207,2222,51,10,2302,2386,38,5,2395,2482,93,3,2482,2536,6,8,2569,2647,18,5,2647,2722,67,5,2741,2839,5,17,2839,2879,33,10,2909,2956,0,7,2991,3034,60,13,3073,3094,25,12,3155,3187,32,7,3241,3337,63,11,3337,3386,90,15,3435,3528,62,8,3528,3563,21,19,3602,3682,4,17,3688,3721,34,14,3731,3810,57,16,3810,3907,49,4,3907,3956,97,16,3956,3968,99,8,4034,4050,14,14,4091,4120,68,10,4187,4202,86,8,4211,4299,79,13,4299,4379,73,6,4379,4442,58,3,4449,4541,89,16,4541,4614,98,3,4614,4638,43,19,4669,4720,11,7,4756,4788,71,16,4839,4872,66,10,4938,5029,27,16,5029,5081,39,8,5128,5170,16,9,5227,5265,28,18,5314,5357,47,10,5369,5414,88,11,5427,5503,22,13,5512,5515,56,2,5604,5621,3,9,5683,5774,84,12,5774,5794,52,11,5815,5864,74,6,5992,6035,15,18,6059,6151,24,16,6151,6219,65,16,6249,6306,1,7,6343,6379,82,17,6423,6454,80,7,6522,6593,10,12,6613,6674,55,15,6696,6784,48,14,6784,6817,83,12,6877,6968,30,15,6971,7047,35,15,7053,7057,7,17,7134,7154,70,15,7205,7217,96,12,7280,7370,85,18,7392,7470,77,13,7709,7759,17,19,7873,7901,36,16,8041,8117,45,11,8117,8177,53,16,8188,8213,91,13,8251,8292,72,14,8318,8342,41,11,8506,8535,44,19,8690,8703,20,19,8747,8774
4,71,0,0,18,82,0,99,161,28,0,187,261,41,0,261,298,94,1,345,376,29,3,437,457,35,1,511,513,4,5,579,674,55,1,674,709,83,3,769,837,59,4,837,870,97,1,870,966,53,2,966,1057,2,3,1062,1109,8,8,1131,1162,23,7,1210,1250,84,6,1279,1332,14,7,1373,1425,5,7,1469,1483,16,2,1499,1555,39,5,1563,1650,33,4,1650,1707,25,5,1732,1796,34,2,1827,1841,30,2,1921,1982,90,8,2000,2077,49,0,2091,2111,36,2,2177,2252,81,10,2302,2321,51,12,2482,2538,95,12,2569,2573,21,12,2647,2690,57,10,2732,2829,27,4,2829,2887,7,4,2887,2914,24,11,3059,3153,17,9,3153,3236,60,14,3241,3312,89,14,3337,3364,67,8,3421,3503,37,11,3503,3533,0,8,3543,3586,43,10,3636,3709,38,12,3731,3774,11,3,3810,3891,88,1,3907,3991,54,12,3999,4038,73,5,4091,4171,62,10,4187,4245,32,8,4258,4277,63,18,4322,4337,99,11,4420,4467,46,17,4499,4582,85,14,4582,4665,68,15,4665,4727,66,8,4756,4783,79,16,4839,4853,3,7,4938,5028,6,17,5029,5040,15,11,5128,5178,93,16,5227,5281,61,4,5303,5314,72,2,5369,5448,86,15,5448,5505,12,7,5512,5515,31,19,5604,5619,78,11,5693,5763,48,8,5774,5871,98,7,5871,5932,9,15,5954,6011,47,16,6044,6057,52,14,6108,6157,87,15,6157,6196,42,17,6249,6324,22,17,6329,6406,18,13,6406,6420,1,8,6483,6555,69,18,6599,6675,10,13,6696,6760,50,9,6784,6877,74,11,6877,6902,65,19,6948,7015,64,16,7046,7057,77,9,7119,7205,26,9,7205,7248,20,12,7303,7340,13,12,7370,7451,76,13,7451,7467,80,15,7529,7563,92,15,7602,7622,56,12,7658,7678,19,18,7709,7779,96,14,7807,7832,70,19,7862,7956,58,17,7956,8039,44,14,8039,8058,40,15,8293,8327,45,14,8506,8508,75,14,8620,8666,91,19,8942,8980
9,24,0,0,93,32,0,99,154,21,0,187,279,71,2,279,363,31,3,372,436,81,1,439,520,65,3,522,556,57,2,579,668,97,0,674,687,55,2,769,854,28,4,854,857,95,3,910,1007,19,0,1007,1061,79,4,1062,1107,15,2,1138,1147,94,6,1225,1305,39,3,1305,1379,25,3,1379,1465,83,4,1469,1528,54,5,1541,1564,23,11,1633,1651,4,12,1732,1806,7,0,1806,1901,42,4,1901,1951,60,10,1998,2022,90,9,2091,2094,8,12,2128,2186,84,9,2207,2271,63,6,2302,2319,36,4,2395,2421,37,7,2480,2542,85,7,2542,2543,38,6,2595,2639,29,14,2688,2732,62,3,2741,2757,51,15,2839,2854,6,11,2909,2974,5,18,2991,3005,33,11,3073,3108,46,10,3153,3241,17,10,3241,3324,34,11,3324,3420,49,2,3420,3484,22,0,3484,3537,59,12,3538,3554,14,11,3615,3709,0,9,3709,3794,78,7,3794,3831,43,12,3855,3888,2,6,3922,3976,82,9,3999,4056,48,5,4091,4187,18,10,4187,4188,66,5,4228,4253,11,4,4322,4362,89,15,4392,4490,69,11,4490,4508,99,12,4541,4593,9,7,4596,4630,73,9,4665,4699,98,4,4733,4744,68,16,4804,4824,30,7,4869,4900,86,12,4940,4949,52,9,5029,5121,67,9,5128,5227,88,8,5227,5255,27,18,5276,5337,56,0,5337,5418,16,10,5418,5512,58,8,5512,5604,76,10,5604,5693,93,19,5693,5764,87,12,5774,5801,12,9,5868,5889,1,5,5934,5943,10,8,6010,6031,96,9,6061,6062,64,10,6151,6154,47,18,6249,6343,20,3,6343,6412,40,4,6423,6519,77,6,6522,6581,80,8,6613,6618,35,13,6696,6775,92,9,6784,6831,75,3,6877,6948,44,8,6948,7021,70,13,7046,7119,74,13,7119,7164,50,11,7205,7303,41,8,7343,7376,26,13,7658,7737,3,16,7737,7776,13,16,7829,7918,91,11,7918,7920,72,15,8369,8446,53,19,8467,8549,61,18,8557,8604,45,16,8634,8676
